Countries;Source;Type;2019;2018;2017;2016;2015;2014;2013;2012;2011;2010
Thailand; (FAO) 1961-1984, (WDT) 1985-1999, (GlobalData, IWSR) 2000-2007, WHO 2008-2013, Thailand 2014-2017; All types;6.86;5.99;7.33;7.12;6.95;6.91;6.89;7.1;6.61;6.19
Thailand; (FAO) 1961-1984, (WDT) 1985-1999, (GlobalData, IWSR) 2000-2007, WHO 2008-2013, Thailand 2014-2017; Beer;1.85;1.79;2.29;2.32;2.16;2.1;2.22;2.11;1.96;1.89
Thailand; (FAO) 1961-1984, (WDT) 1985-1999, (GlobalData, IWSR) 2000-2007, WHO 2008-2013, Thailand 2014-2017; Wine;0.23;0.2;0.18;0.2;0.19;0.18;0.17;0.15;0.12;0.09
Thailand; (FAO) 1961-1984, (WDT) 1985-1999, (GlobalData, IWSR) 2000-2007, WHO 2008-2013, Thailand 2014-2017; Spirits;4.78;4;4.86;4.6;4.59;4.63;4.5;4.84;4.54;4.22
Thailand; (FAO) 1961-1984, (WDT) 1985-1999, (GlobalData, IWSR) 2000-2007, WHO 2008-2013, Thailand 2014-2017; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Timor-Leste; (FAO) 1961-2006, (FAO, Wine Institute) 2007-2017; All types;0.41;0.42;0.42;0.44;0.41;0.41;0.48;0.48;0.44;0.1
Timor-Leste; (FAO) 1961-2006, (FAO, Wine Institute) 2007-2017; Beer;0.27;0.27;0.27;0.29;0.29;0.27;0.37;0.38;0.32;0.02
Timor-Leste; (FAO) 1961-2006, (FAO, Wine Institute) 2007-2017; Wine;0.09;0.1;0.1;0.1;0.06;0.06;0.11;0.1;0.07;0.06
Timor-Leste; (FAO) 1961-2006, (FAO, Wine Institute) 2007-2017; Spirits;0.05;0.05;0.05;0.05;0.05;0.05;0;0;0.05;0.02
Timor-Leste; (FAO) 1961-2006, (FAO, Wine Institute) 2007-2017; Other alcoholic beverages;0;0;0;0;0.01;0.04;0;0;0;0
Togo; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; All types;1.4;1.4;1.37;1.29;1.36;1.25;1.21;1.13;1.12;1.26
Togo; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Beer;0.78;0.78;0.74;0.66;0.7;0.61;0.58;0.52;0.49;0.62
Togo; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Wine;0.09;0.09;0.09;0.08;0.08;0.07;0.07;0.06;0.06;0.07
Togo; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Spirits;0.2;0.2;0.21;0.22;0.24;0.24;0.24;0.21;0.21;0.2
Togo; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Other alcoholic beverages;0.33;0.33;0.33;0.33;0.33;0.33;0.33;0.33;0.36;0.37
Tonga; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; All types;0.31;0.31;0.32;0.32;0.23;0.28;0.22;0.22;0.93;1.24
Tonga; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Beer;0.03;0.03;0.03;0.03;0.03;0.16;0.08;0.08;0.54;0.92
Tonga; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Wine;0.17;0.17;0.18;0.18;0.09;0.02;0.04;0.07;0.07;0.09
Tonga; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Spirits;0.11;0.11;0.11;0.11;0.11;0.11;0.11;0.07;0.33;0.23
Tonga; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Trinidad and Tobago; (FAO) 1961-1999, (GlobalData, IWSR) 2000-2018; All types;5.81;5.69;5.58;5.72;5.97;5.9;5.85;5.89;5.79;5.79
Trinidad and Tobago; (FAO) 1961-1999, (GlobalData, IWSR) 2000-2018; Beer;2.92;2.92;2.92;2.89;2.83;2.81;2.86;2.87;2.88;2.9
Trinidad and Tobago; (FAO) 1961-1999, (GlobalData, IWSR) 2000-2018; Wine;0.16;0.18;0.16;0.24;0.31;0.24;0.17;0.13;0.11;0.1
Trinidad and Tobago; (FAO) 1961-1999, (GlobalData, IWSR) 2000-2018; Spirits;2.65;2.49;2.41;2.48;2.71;2.74;2.73;2.8;2.72;2.71
Trinidad and Tobago; (FAO) 1961-1999, (GlobalData, IWSR) 2000-2018; Other alcoholic beverages;0.09;0.09;0.1;0.1;0.11;0.11;0.09;0.09;0.08;0.08
Tunisia; (WDT) 1961-1999, (FAO, GlobalData, IWSR, OIV) 2000-2018; All types;1.51;1.49;1.54;1.54;1.5;1.48;1.4;1.35;1.25;1.26
Tunisia; (WDT) 1961-1999, (FAO, GlobalData, IWSR, OIV) 2000-2018; Beer;0.99;0.99;1.01;1.03;1.05;0.96;0.86;0.85;0.85;0.87
Tunisia; (WDT) 1961-1999, (FAO, GlobalData, IWSR, OIV) 2000-2018; Wine;0.32;0.32;0.36;0.36;0.3;0.36;0.39;0.37;0.28;0.26
Tunisia; (WDT) 1961-1999, (FAO, GlobalData, IWSR, OIV) 2000-2018; Spirits;0.17;0.16;0.14;0.13;0.13;0.14;0.13;0.11;0.1;0.11
Tunisia; (WDT) 1961-1999, (FAO, GlobalData, IWSR, OIV) 2000-2018; Other alcoholic beverages;0.03;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02;0.02
Turkmenistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; All types;2.88;2.95;3.17;3.32;3.36;3.24;3.18;3;2.88;2.9
Turkmenistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Beer;0.65;0.65;0.72;0.71;0.68;0.64;0.64;0.45;0.29;0.25
Turkmenistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Wine;1.25;1.27;1.33;1.39;1.39;1.32;1.25;1.26;1.28;1.33
Turkmenistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Spirits;0.98;1.03;1.12;1.21;1.29;1.28;1.29;1.3;1.31;1.31
Turkmenistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Tuvalu; ((FAO), Wine Institute) 1990-2017; All types;0.93;0.93;0.93;0.98;1.42;1.82;1.56;1.86;1.31;0.97
Tuvalu; ((FAO), Wine Institute) 1990-2017; Beer;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0;0.13;0.11
Tuvalu; ((FAO), Wine Institute) 1990-2017; Wine;0.69;0.69;0.69;0.75;1.18;1.58;1.33;1.75;1.12;0.52
Tuvalu; ((FAO), Wine Institute) 1990-2017; Spirits;0.22;0.22;0.22;0.22;0.22;0.22;0.22;0.11;0.06;0.35
Tuvalu; ((FAO), Wine Institute) 1990-2017; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Uganda; (FAO) 1961-1999, (FAO, GlobalData, IWSR) 2000-2018; All types;6.82;6.98;6.99;6.94;7.44;7.25;8.12;8.79;8.79;8.55
Uganda; (FAO) 1961-1999, (FAO, GlobalData, IWSR) 2000-2018; Beer;0.85;0.85;0.86;0.86;0.86;0.91;0.81;0.94;0.94;0.9
Uganda; (FAO) 1961-1999, (FAO, GlobalData, IWSR) 2000-2018; Wine;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01;0.01
Uganda; (FAO) 1961-1999, (FAO, GlobalData, IWSR) 2000-2018; Spirits;0.5;0.66;0.66;0.61;0.61;0.6;0.59;0.59;0.59;0.58
Uganda; (FAO) 1961-1999, (FAO, GlobalData, IWSR) 2000-2018; Other alcoholic beverages;5.46;5.46;5.46;5.46;5.96;5.73;6.7;7.25;7.25;7.05
Ukraine; (WDT) 1975, 1980-1990, (FAO) 1991-1999, (GloablData, IWSR, OIV, Statistics Ukraine) 2000-2018; All types;5.69;5.44;5.13;5.72;6.04;7.58;8.73;8.54;8.74;7.77
Ukraine; (WDT) 1975, 1980-1990, (FAO) 1991-1999, (GloablData, IWSR, OIV, Statistics Ukraine) 2000-2018; Beer;2.44;2.44;2.43;2.36;2.51;2.94;3.22;3.29;3.33;3.39
Ukraine; (WDT) 1975, 1980-1990, (FAO) 1991-1999, (GloablData, IWSR, OIV, Statistics Ukraine) 2000-2018; Wine;0.32;0.31;0.29;0.31;0.32;0.35;0.42;0.42;0.43;0.46
Ukraine; (WDT) 1975, 1980-1990, (FAO) 1991-1999, (GloablData, IWSR, OIV, Statistics Ukraine) 2000-2018; Spirits;2.88;2.64;2.38;3;3.15;4.22;5.01;4.76;4.92;3.87
Ukraine; (WDT) 1975, 1980-1990, (FAO) 1991-1999, (GloablData, IWSR, OIV, Statistics Ukraine) 2000-2018; Other alcoholic beverages;0.05;0.05;0.04;0.04;0.07;0.08;0.08;0.08;0.06;0.06
United Arab Emirates; (FAO) 1972-1999, (IWSR) 2000-2018; All types;2.03;2.12;2.16;2.16;2.12;2;1.86;1.78;1.75;1.69
United Arab Emirates; (FAO) 1972-1999, (IWSR) 2000-2018; Beer;0.21;0.22;0.23;0.23;0.23;0.22;0.21;0.21;0.2;0.21
United Arab Emirates; (FAO) 1972-1999, (IWSR) 2000-2018; Wine;0.14;0.15;0.15;0.15;0.15;0.14;0.13;0.12;0.11;0.11
United Arab Emirates; (FAO) 1972-1999, (IWSR) 2000-2018; Spirits;1.65;1.73;1.76;1.77;1.73;1.62;1.52;1.45;1.42;1.36
United Arab Emirates; (FAO) 1972-1999, (IWSR) 2000-2018; Other alcoholic beverages;0.02;0.02;0.02;0.02;0.02;0.01;0.01;0.01;0.01;0.01
United Kingdom of Great Britain and Northern Ireland; (WDT) 1961-1999, Alcohol Bulletins (HM Revenue and Customs) 2000-2018; All types;9.8;10.01;9.88;9.69;9.59;9.45;9.42;9.53;9.8;10.01
United Kingdom of Great Britain and Northern Ireland; (WDT) 1961-1999, Alcohol Bulletins (HM Revenue and Customs) 2000-2018; Beer;3.53;3.57;3.42;3.39;3.41;3.39;3.3;3.38;3.58;3.69
United Kingdom of Great Britain and Northern Ireland; (WDT) 1961-1999, Alcohol Bulletins (HM Revenue and Customs) 2000-2018; Wine;3.3;3.44;3.52;3.46;3.39;3.3;3.28;3.22;3.22;3.23
United Kingdom of Great Britain and Northern Ireland; (WDT) 1961-1999, Alcohol Bulletins (HM Revenue and Customs) 2000-2018; Spirits;2.35;2.39;2.26;2.18;2.08;2.02;2.04;2.11;2.12;2.2
United Kingdom of Great Britain and Northern Ireland; (WDT) 1961-1999, Alcohol Bulletins (HM Revenue and Customs) 2000-2018; Other alcoholic beverages;0.61;0.61;0.67;0.66;0.71;0.73;0.8;0.82;0.88;0.89
United Republic of Tanzania; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; All types;7.81;7.78;7.8;7.93;7.86;7.43;6.71;6.22;7.09;6.95
United Republic of Tanzania; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Beer;0.74;0.74;0.76;0.77;0.72;0.72;0.74;0.72;0.63;0.6
United Republic of Tanzania; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Wine;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.09;0.08;0.07
United Republic of Tanzania; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Spirits;0.38;0.35;0.35;0.47;0.46;0.44;0.45;0.44;0.41;0.38
United Republic of Tanzania; (FAO) 1990-1999, (FAO, GlobalData, IWSR) 2000-2018; Other alcoholic beverages;6.6;6.6;6.6;6.6;6.6;6.18;5.43;4.98;5.98;5.9
United States of America; (NIAAA) 1961-2017; All types;8.93;8.93;8.89;8.89;8.78;8.78;8.81;8.85;8.66;8.56
United States of America; (NIAAA) 1961-2017; Beer;3.97;3.97;4.01;4.09;4.13;4.13;4.23;4.29;4.22;4.3
United States of America; (NIAAA) 1961-2017; Wine;1.67;1.67;1.67;1.67;1.59;1.63;1.59;1.6;1.55;1.45
United States of America; (NIAAA) 1961-2017; Spirits;3.29;3.29;3.22;3.14;3.07;3.03;2.99;2.96;2.89;2.81
United States of America; (NIAAA) 1961-2017; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Uruguay; (WDT) 1961-1999, (DGI) , INV 2000-2018; All types;5.42;6.21;5.76;5.53;6;6.15;6.42;6.55;6.02;5.99
Uruguay; (WDT) 1961-1999, (DGI) , INV 2000-2018; Beer;1.86;1.98;1.96;1.73;1.97;1.94;1.97;2.02;1.95;1.79
Uruguay; (WDT) 1961-1999, (DGI) , INV 2000-2018; Wine;2.86;3.5;3.01;2.95;3.07;3.23;3.83;3.95;3.47;3.62
Uruguay; (WDT) 1961-1999, (DGI) , INV 2000-2018; Spirits;0.71;0.73;0.79;0.85;0.96;0.97;0.62;0.59;0.61;0.58
Uruguay; (WDT) 1961-1999, (DGI) , INV 2000-2018; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Uzbekistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; All types;2.45;2.44;2.79;2.4;2.59;2.5;1.95;1.95;1.73;1.74
Uzbekistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Beer;0.18;0.18;0.22;0.2;0.26;0.21;0.12;0.12;0.17;0.19
Uzbekistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Wine;0.09;0.08;0.1;0.08;0.09;0.12;0.12;0.11;0.09;0.09
Uzbekistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Spirits;2.19;2.18;2.47;2.12;2.24;2.17;1.7;1.73;1.47;1.46
Uzbekistan; (FAO) 1992-1999, (GlobalData, IWSR, OIV) 2000-2018; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Vanuatu; (FAO) 1961-1999, (FAO, GlobalData, Wine Institute) 2000-2017; All types;1.6;1.63;1.63;1.51;1.42;1.39;1.61;1.84;1.82;1.36
Vanuatu; (FAO) 1961-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Beer;0.34;0.34;0.34;0.35;0.33;0.34;0.48;0.49;0.37;0.34
Vanuatu; (FAO) 1961-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Wine;0.39;0.42;0.42;0.37;0.3;0.26;0.21;0.29;0.34;0.37
Vanuatu; (FAO) 1961-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Spirits;0.87;0.87;0.87;0.79;0.78;0.79;0.93;1.07;1.11;0.65
Vanuatu; (FAO) 1961-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Venezuela (Bolivarian Republic of); (WDT) 1961-1999, (GlobalData, IWSR) 2000-2018; All types;2.51;2.64;3.35;4.13;6.21;6.6;6.84;6.8;6.88;7.4
Venezuela (Bolivarian Republic of); (WDT) 1961-1999, (GlobalData, IWSR) 2000-2018; Beer;1.54;1.54;2.03;2.84;4.88;5.08;5.04;4.96;5.14;5.58
Venezuela (Bolivarian Republic of); (WDT) 1961-1999, (GlobalData, IWSR) 2000-2018; Wine;0.01;0.01;0.01;0.01;0.01;0.05;0.06;0.09;0.1;0.1
Venezuela (Bolivarian Republic of); (WDT) 1961-1999, (GlobalData, IWSR) 2000-2018; Spirits;0.92;1.04;1.26;1.22;1.25;1.38;1.65;1.67;1.57;1.66
Venezuela (Bolivarian Republic of); (WDT) 1961-1999, (GlobalData, IWSR) 2000-2018; Other alcoholic beverages;0.03;0.04;0.05;0.06;0.07;0.09;0.09;0.08;0.07;0.07
Viet Nam; (FAO) 1961-1979, (WDT) 1980-1999, (GlobalData, IWSR) 2000-2018; All types;3.41;3.44;3.26;3.15;2.98;2.78;2.68;2.57;2.46;2.26
Viet Nam; (FAO) 1961-1979, (WDT) 1980-1999, (GlobalData, IWSR) 2000-2018; Beer;3.18;3.18;2.99;2.86;2.69;2.52;2.45;2.34;2.25;2.07
Viet Nam; (FAO) 1961-1979, (WDT) 1980-1999, (GlobalData, IWSR) 2000-2018; Wine;0.02;0.02;0.02;0.02;0.03;0.02;0.02;0.02;0.02;0.02
Viet Nam; (FAO) 1961-1979, (WDT) 1980-1999, (GlobalData, IWSR) 2000-2018; Spirits;0.21;0.23;0.24;0.27;0.27;0.23;0.21;0.21;0.19;0.16
Viet Nam; (FAO) 1961-1979, (WDT) 1980-1999, (GlobalData, IWSR) 2000-2018; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Yemen; (FAO) 1961-2012, (FAO, Wine Institute) 2013-2017; All types;0.02;0.02;0.02;0.02;0.03;0.03;0.04;0.04;0.04;0.06
Yemen; (FAO) 1961-2012, (FAO, Wine Institute) 2013-2017; Beer;0.02;0.02;0.02;0.02;0.03;0.03;0.04;0.04;0.03;0.06
Yemen; (FAO) 1961-2012, (FAO, Wine Institute) 2013-2017; Wine;0;0;0;0;0;0;0;0;0;0
Yemen; (FAO) 1961-2012, (FAO, Wine Institute) 2013-2017; Spirits;0;0;0;0;0;0;0;0;0;0
Yemen; (FAO) 1961-2012, (FAO, Wine Institute) 2013-2017; Other alcoholic beverages;0;0;0;0;0;0;0;0;0;0
Zambia; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; All types;3.82;3.7;3.61;3.52;3.5;4.22;2.98;2.78;2.79;2.79
Zambia; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Beer;1.26;1.26;1.18;1.1;1.08;1.12;0.98;0.84;0.73;0.61
Zambia; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Wine;0.04;0.04;0.05;0.05;0.05;0.05;0.02;0.01;0.01;0.01
Zambia; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Spirits;0.36;0.25;0.22;0.21;0.21;0.18;0.17;0.17;0.16;0.15
Zambia; (FAO) 1990-1999, (FAO, GlobalData, Wine Institute) 2000-2017; Other alcoholic beverages;2.16;2.16;2.16;2.16;2.16;2.87;1.8;1.76;1.89;2.02
Zimbabwe; (FAO) 1961-1999, (WHO , Delta Corp., FAO, Wine Institute) 2000-2017; All types;3.11;3.1;3.82;3.76;3.84;4.22;4.11;3.93;3.91;3.38
Zimbabwe; (FAO) 1961-1999, (WHO , Delta Corp., FAO, Wine Institute) 2000-2017; Beer;1.2;1.2;1.93;1.93;1.93;2.23;2.12;2.07;2.05;1.67
Zimbabwe; (FAO) 1961-1999, (WHO , Delta Corp., FAO, Wine Institute) 2000-2017; Wine;0.05;0.04;0.05;0.05;0.06;0.06;0.05;0.05;0.05;0.06
Zimbabwe; (FAO) 1961-1999, (WHO , Delta Corp., FAO, Wine Institute) 2000-2017; Spirits;0.39;0.39;0.39;0.35;0.36;0.36;0.47;0.47;0.34;0.36
Zimbabwe; (FAO) 1961-1999, (WHO , Delta Corp., FAO, Wine Institute) 2000-2017; Other alcoholic beverages;1.47;1.47;1.45;1.44;1.49;1.57;1.47;1.34;1.47;1.29
