,address,categories,city,country,latitude,longitude,name,postalCode,province,websites
1420,8144 S Kipling Pkwy,Fast Food Restaurants,Littleton,US,39.568734,-105.109425,Arby's,80127,CO,"http://www.arbys.com/,http://locations.arbys.com/us/co/littleton/8144-s-kipling-pkwy-.html,http://arbys.com"
1421,10615 N Oracle Rd,Fast Food Restaurant,Tucson,US,32.398868,-110.956718,Burger King,85737,AZ,"http://bk.com,http://www.bk.com"
1422,10590 W Colfax Ave,Fast Food Restaurants,Denver,US,39.73969,-105.116192,Burger King,80215,CO,"http://www.burgerking.com/,http://www.bk.com"
1423,15190 Brighton Rd,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Brighton,US,39.971988,-104.828004,Arby's,80601,CO,"http://www.arbys.com,http://locations.arbys.com/us/co/brighton/15190-brighton-rd.html,http://www.arbys.com/"
1424,15190 Brighton Rd,Fast Food Restaurants,Brighton,US,39.971988,-104.828004,Arby's,80601,CO,"http://www.arbys.com,http://locations.arbys.com/us/co/brighton/15190-brighton-rd.html,http://www.arbys.com/"
1425,3000 Chestnut Ridge Rd,Fast Food Restaurant,Grantsville,US,39.692319,-79.100152,Arby's,21536,MD,"http://www.arbys.com,http://locations.arbys.com/us/md/grantsville/3000-chestnut-ridge-rd.html"
1426,107 Fm 2025,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Cleveland,US,30.35479,-95.091272,Arby's,77328,TX,http://arbys.com
1427,2113 Riley Fuzzel,Fast Food Restaurant,Spring,US,30.10386,-95.396513,Arby's,77386,TX,http://www.arbys.com
1428,100 Thomas Dr,Fast Food Restaurant,Port Washington,US,43.409465,-87.871594,Arby's,53074,WI,http://www.arbys.com
1429,8848 W State Road 114,Fast Food Restaurant,Rensselaer,US,40.94148,-87.217484,Arby's,47978,IN,"http://www.arbys.com,https://locations.arbys.com/us/in/rensselaer/8848-w-state-road-114.html,http://locations.arbys.com/us/in/rensselaer/8848-highway-114.html"
1430,8848 W State Road 114,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Rensselaer,US,40.94148,-87.217484,Arby's,47978,IN,"http://www.arbys.com,https://locations.arbys.com/us/in/rensselaer/8848-w-state-road-114.html,http://locations.arbys.com/us/in/rensselaer/8848-highway-114.html"
1431,8848 W State Road 114,Fast Food Restaurants,Rensselaer,US,40.94148,-87.217484,Arby's,47978,IN,"http://www.arbys.com,https://locations.arbys.com/us/in/rensselaer/8848-w-state-road-114.html,http://locations.arbys.com/us/in/rensselaer/8848-highway-114.html"
1432,3165 Wright St,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Marquette,US,46.550951,-87.455973,Arby's,49855,MI,http://locations.arbys.com/us/mi/marquette/3165-wright-st.html
1433,72795 Hwy 111,"Fast Food Restaurant, Sandwich Place, and American Restaurant",Palm Desert,US,33.721045,-116.395199,Arby's,92260,CA,http://arbys.com
1434,907 Apollo Dr,Fast Food,Wapakoneta,US,40.560822,-84.172283,Arby's,45895,OH,"http://www.arbys.com,https://locations.arbys.com/us/oh/wapakoneta/907-apollo-dr.html,http://locations.arbys.com/us/oh/wapakoneta/907-apollo-dr.html"
1435,964 High St,Fast Food Restaurant,Wadsworth,US,41.049229,-81.729378,Arby's,44281,OH,"http://www.arbys.com,http://locations.arbys.com/us/oh/wadsworth/964-high-st.html,http://arbys.com"
1436,9747 E M 36,Fast Food Restaurant,Whitmore Lake,US,42.442885,-83.758571,Arby's,48189,MI,http://www.arbys.com
1437,8672 Pulaski Highway,Fast Food,Rosedale,US,39.336473,-76.483844,Arby's,21237,MD,"http://www.arbys.com,http://locations.arbys.com/us/md/rosedale/8672-pulaski-highway.html"
1438,820 Beaver Valley Mall,Fast Food Restaurant,Monaca,US,40.671195,-80.312716,Arby's,15061,PA,"http://www.arbys.com,http://arbys.com"
1439,12121 Blue Ridge Ext,Fast Food Restaurant,Grandview,US,38.903952,-94.529981,Subway,64030,MO,"http://www.subway.com,http://subway.com"
1440,1433 Fremont Blvd,Fast Food Restaurant,Seaside,US,36.606641,-121.846898,McDonald's,93955,CA,http://mcdonalds.com
1441,6821 Balboa Blvd,Fast Food Restaurant,Van Nuys,US,34.209646,-118.497715,Del Taco,91406,CA,"http://www.deltaco.com,http://www.deltaco.com/"
1442,1371 E Foothill Blvd,Fast Food Restaurant,Upland,US,34.107536,-117.631878,Del Taco,91786,CA,http://www.deltaco.com
1443,28082 The Old Rd,Fast Food Restaurant,Valencia,US,34.432207,-118.590463,Del Taco,91355,CA,http://www.deltaco.net
1444,1415 Hillman St,Fast Food Restaurant,Tulare,US,36.226013,-119.331036,Del Taco,93274,CA,http://www.deltaco.com
1445,2900 Westminster Ave,Fast Food Restaurants,Seal Beach,US,33.759498,-118.079607,Del Taco,90740,CA,"http://www.deltaco.com,http://www.deltaco.com/"
1446,2900 Westminster Ave,Fast Food Restaurant,Seal Beach,US,33.759498,-118.079607,Del Taco,90740,CA,"http://www.deltaco.com,http://www.deltaco.com/"
1447,9822 N Magnolia Ave,Fast Food Restaurant,Santee,US,32.855963,-116.971441,Del Taco,92071,CA,http://www.deltaco.com
1448,2320 E 4th St,Fast Food,Santa Ana,US,33.748003,-117.833814,Del Taco,92705,CA,"http://www.deltaco.com,http://www.deltaco.com/"
1449,121 E Bethalto Dr,Fast Food Restaurants,Bethalto,US,38.90113,-90.03995,Romas Pizza,62010,IL,"http://www.romaspizza.cc,http://www.romaspizza.com"
1450,1638 Watson Blvd,Fast Food Restaurants,Warner Robins,US,32.618529,-83.631088,Krystal,31093,GA,"http://www.krystal.com/locations/georgia/warner-robins-watson-boulevard/,http://www.krystal.com,http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/warner-robins-watson-boulevard"
1451,11376 S Orange Blossom Trail,Fast Food Restaurant,Orlando,US,28.399982,-81.405143,Krystal,32837,FL,http://t.co/3VQiWtMxPf
1452,1673 Barataria Blvd,Fast Food Restaurants,Marrero,US,29.880363,-90.098208,Krystal,70072,LA,http://www.krystal.com
1453,233 E Nine Mile Rd,Fast Food Restaurants,Pensacola,US,30.532525,-87.2642,Krystal,32514,FL,"http://www.krystal.com/locations/florida/pensacola-nine-mile-road/,http://www.krystal.com/locations/florida/pensacola-nine-mile-road,http://t.co/3VQiWtMxPf"
1454,1688 Sycamore View Rd,Fast Food Restaurant,Memphis,US,35.171596,-89.867304,Krystal,38134,TN,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/tennessee/memphis-sycamore-view-road"
1455,12 Stonebridge Blvd,Fast Food Restaurants,Jackson,US,35.672387,-88.853339,Krystal,38305,TN,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/tennessee/jackson-stonebridge-boulevard"
1456,2370 State Rd 16,Fast Food Restaurant,Saint Augustine,US,29.917653,-81.410081,Krystal,32084,FL,http://www.krystal.com/locations/florida/st-augustine-state-road-16/
1457,3409 Amnicola Hwy,Fast Food Restaurant and Burger Joint Amnicola - East Chattanooga,Chattanooga,US,35.081872,-85.264398,Krystal,37406,TN,"http://www.krystal.com/locations/tennessee/chattanooga-amnicola-highway,http://t.co/3VQiWtMxPf"
1458,3150 Broad Street,Fast Food,Chattanooga,US,35.019181,-85.320882,Krystal,37408,TN,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/tennessee/chattanooga-broad-street/"
1459,3170 Deans Bridge Rd,Fast Food,Augusta,US,33.421395,-82.063045,Krystal,30906,GA,"http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/augusta-deans-bridge-road,http://www.krystal.com/locations/georgia/augusta-deans-bridge-road/"
1460,5020 Cherokee Road,Fast Food Restaurant,Acworth,US,34.07467,-84.676512,Krystal,30101,GA,http://t.co/3VQiWtMxPf
1461,124 Highland Crossing,Fast Food Restaurant,Ellijay,US,34.65509,-84.493233,Krystal,30540,GA,http://t.co/3VQiWtMxPf
1462,60 Commerce Ln,Fast Food Restaurants,Prince Frederick,US,38.54299,-76.587957,Bob Evans,20678,MD,"http://www.bobevans.com,https://www.bobevans.com/our-restaurants/locations/350"
1463,4471 Eastgate Blvd,Fast Food Restaurants,Cincinnati,US,39.195568,-84.477974,Bob Evans,45245,OH,https://www.bobevans.com/our-restaurants/locations/162
1464,8325 Benson Dr,Fast Food Restaurants,Columbia,US,39.187302,-76.798972,Bob Evans,21045,MD,https://www.bobevans.com/our-restaurants/locations/274
1465,6336 Baltimore National Pike,Fast Food Restaurants,Catonsville,US,39.284101,-76.755971,Bob Evans,21228,MD,https://www.bobevans.com/our-restaurants/locations/472
1466,309 W Plaza Dr,Fast Food Restaurants,Columbia City,US,41.170272,-85.492121,Bob Evans,46725,IN,https://www.bobevans.com/our-restaurants/locations/2025
1467,9951 Walker St,Fast Food Restaurants,Cypress,US,33.817718,-118.037309,Dairy Queen,90630,CA,"http://www.dairyqueen.com,http://www.dairyqueen.com/"
1468,820 Veterans Ave,Fast Food Restaurants,Vandalia,US,38.977146,-89.100449,McDonald's,62471,IL,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1469,601 N Cunningham Ave,Fast Food Restaurant,Urbana,US,40.118229,-88.204407,McDonald's,61801,IL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1470,401 W Spresser St,Fast Food Restaurant,Taylorville,US,39.552717,-89.298838,McDonald's,62568,IL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1471,11 W Jackson St,Fast Food,Sullivan,US,39.600814,-88.607598,McDonald's,61951,IL,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1472,4678 S Orange Blossom Trl,Fast Food,Orlando,US,28.494787,-81.396849,Subway,32839,FL,"http://www.subway.com,http://subway.com/"
1473,1951 Aloma Ave,Fast Food,Winter Park,US,28.60055,-81.326367,Subway,32792,FL,"http://subway.com/,http://www.subway.com"
1474,5668 Broad St,Fast Food Restaurant,Sumter,US,33.951732,-80.496244,Subway,29154,SC,http://www.subway.com
1475,550 Highway 17 N,Fast Food,North Myrtle Beach,US,33.829647,-78.671306,Subway,29582,SC,"http://www.subway.com,http://subway.com/"
1476,501 Highway 418,Fast Food Restaurants,Simpsonville,US,34.66241,-82.26043,Subway,29680,SC,http://www.subway.com
1477,4360 Augusta Rd,Fast Food Restaurant,Lexington,US,33.973488,-81.154761,Subway,29073,SC,"http://www.subway.com,http://subway.com"
1478,3443 Highway 153,Fast Food Restaurants,Piedmont,US,34.712582,-82.452762,Subway,29673,SC,"http://www.subway.com,http://subway.com"
1479,337 Main St N,Fast Food Restaurants,Allendale,US,33.009494,-81.307026,Subway,29810,SC,"http://www.subway.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJV77mUV37kjAljV8WUrbF4KZGN5yaFxmd3MXXYOWBVib-cg32sK8ZzY-uBYTej0NzLSI3mj7g-aqmwYF60DGwtX5e0dV_Vx49vWJG1lpIfWLMbMauQgf-U-jw8v2_ovA-umFBGdLVvJaDpHbm5Q5hy2NyYNTfhjcHFqGgTZhLdEe4YwbK-aUNyEAyFmoSz5CzaAv7hs2c9REJ5aXQfhKuKaQizslb6x3ivC1tgCc1sNXWuNPAa139iQ5EMGUWopMzrvycR0Mc3AgVvJXDEPCPLJEc2iOprnJZj-Qk9hSPHNpwPa2sQbTr5NcsCZMhF070HCcrYKwFdzoUlUkpdT9guBTdnloptuHB&placement=listing_profile&cs_user=unknown&cs_session=21d481e87d7503778635ad565a34bbef6d7ad8ec"
1480,2700 Broad River Rd,Sandwich Place and Fast Food Restaurant Northwest Columbia,Columbia,US,34.045531,-81.099838,Subway,29210,SC,http://www.subway.com
1481,2571 Whiskey Rd,Fast Food Restaurants,Aiken,US,33.507848,-81.711162,Subway,29803,SC,http://www.subway.com
1482,5915 W Sahara Ave,Fast Food,Las Vegas,US,36.143864,-115.222702,Del Taco,89102,NV,http://www.deltaco.com
1483,5526 Boulder Hwy,Fast Food Restaurant,Las Vegas,US,36.07111,-115.017235,Del Taco,89122,NV,http://deltaco.com
1484,5955 W Tropicana Ave,Fast Food Restaurant,Las Vegas,US,36.099636,-115.223198,Del Taco,89103,NV,http://www.deltaco.com
1485,1802 E Charleston Blvd,Fast Food Restaurant,Las Vegas,US,36.158562,-115.124741,Del Taco,89104,NV,http://www.deltaco.com
1486,5672 S 900 E,Fast Food Restaurant,Salt Lake City,US,40.648033,-111.86586,Del Taco,84121,UT,http://www.deltaco.com
1487,351 W 20th St,Fast Food Restaurants,Yuma,US,32.691281,-114.623948,Del Taco,85364,AZ,http://www.deltaco.com
1488,13367 W Grand Ave,Fast Food,Surprise,US,33.636958,-112.348342,Del Taco,85374,AZ,"http://www.deltaco.com/,http://deltaco.com"
1489,1901 W Northern Ave,Fast Food,Phoenix,US,33.552759,-112.100132,Del Taco,85021,AZ,"http://www.deltaco.com,http://www.deltaco.com/"
1490,4926 E Chandler Blvd,Fast Food Restaurant,Phoenix,US,33.305822,-111.977139,Del Taco,85048,AZ,"http://www.deltaco.com/,http://www.deltaco.com"
1491,4926 E Chandler Blvd,Fast Food Restaurants,Phoenix,US,33.305822,-111.977139,Del Taco,85048,AZ,"http://www.deltaco.com/,http://www.deltaco.com"
1492,1255 W Main St,Fast Food Restaurants,Mesa,US,33.41444,-111.858512,Del Taco,85201,AZ,"http://www.deltaco.com/,http://www.deltaco.com"
1493,2645 N Power Rd,Fast Food Restaurant,Mesa,US,33.463209,-111.683895,Del Taco,85215,AZ,"http://www.deltaco.com,http://www.deltaco.com/"
1494,2645 N Power Rd,Fast Food,Mesa,US,33.463209,-111.683895,Del Taco,85215,AZ,"http://www.deltaco.com,http://www.deltaco.com/"
1495,13887 N 59th Ave,Fast Food Restaurant,Glendale,US,33.612073,-112.185316,Del Taco,85306,AZ,http://deltaco.com
1496,2065 E Baseline Rd,Fast Food,Gilbert,US,33.37853,-111.787098,Del Taco,85234,AZ,http://www.deltaco.net/
1497,1035 S Arizona Ave,Fast Food Restaurant and Mexican Restaurant,Chandler,US,33.290896,-111.841588,Del Taco,85286,AZ,"http://www.deltaco.com/,http://www.deltaco.com"
1498,1483 N Dysart Rd,Fast Food Restaurant,Avondale,US,33.454904,-112.340964,Del Taco,85323,AZ,"http://www.deltaco.com,http://www.deltaco.com/,http://deltaco.com"
1499,5240 S Wadsworth Blvd,Fast Food Restaurant,Littleton,US,39.621893,-105.090553,Del Taco,80123,CO,http://www.deltaco.net
1500,1440 7th St,Fast Food Restaurants,Parkersburg,US,39.264823,-81.537762,Hardee's,26101,WV,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJxUDwG2CLaqgy_eY-MufG8Tb3xy_5EXfWacfrzVr3lbHWWo9LPWIeI_xzoL3mc0jbdm6ebnFaisEqLhRNJKok8NSyB0vZFsKWnRs-Z2qxQ37UIMnJjGJ-gBqONTicOGHlwO7jgDi2VgZuMX-IU9XCWR4oVho2tBJpyHy2BPJIBNPYbjSMccA5khsTQiOtS2IAubi7zV-FI7Y7F3K7DXmptmA4_qv1eD1L33T_mH0bFwpmQdXWGnUeo3DawA1-FoVZEMYWXSepL-5NRDH5ihfE_EiZZosRWlcUKoHTusPSrBJTvrSbhz2OfoqQRn314O9UgsDouGVdO_RNSpvhit_8ytuHkwflHFdg&placement=listing_profile&cs_user=unknown&cs_session=a49b28c356f096490e315246f9eb6ac7becd6b7d
1501,2609 Stewart Ave,Fast Food Restaurant,Wausau,US,44.957867,-89.667161,Hardee's,54401,WI,"http://www.hardees.com,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJI6-Qs9LRMMvAo4FLREg3z02TQD9iwCCIjdxmpjZvfqZ-T6BzhGaGUmh4qG78cxo7eqS2b2UoiFyDcHXK8q-3uIUu_69oPkRtqmSRXi7LdWVgWD-0NBm0q6NRK8kEbD6NhirM8dhvetocIyGXZINdQfBCMCqZpOnh7TG7V21sNSTAEWpQZNGhlVzUvVUY_MRC_NeFfvgYTYbPs-7gZOZI0ogtmcSYuAFNoPdfAqlPSpkzVjWuQEVqRLpvIahc0bvvfYSQyEaPFLF8Ji9m3me0qMBKI_LZ5pp6X53UQZ6gLb1ylhC2A7vFVmvoiXGlC3kM5Bxsx29O4F-C73DtPqxY8Qm60i0bfueM&placement=listing_profile&cs_user=unknown&cs_session=67e18f0f21462ba531b1448916e3aa1ff7c6f629"
1502,1027 E Grand Ave,Fast Food Restaurant,Rothschild,US,44.897958,-89.612364,Hardee's,54474,WI,http://hardees.com
1503,409 Algoma Blvd,Fast Food Restaurant,Oshkosh,US,44.020504,-88.542713,Hardee's,54901,WI,http://www.hardees.com
1504,5001 Victory Blvd,Fast Food Restaurant,Yorktown,US,37.116291,-76.465648,Hardee's,23693,VA,http://www.hardees.com
1505,403 W Main St,Fast Food Restaurants,Wise,US,36.977969,-82.580684,Hardee's,24293,VA,"http://www.hardees.com,http://locations.hardees.com/stores/search?q=24293andbrand_id=andsearch=search"
1506,62 Merchants Row,Fast Food,Williston,US,44.445321,-73.112312,Panera Bread,5495,VT,"https://locations.panerabread.com/vt/williston/62-merchants-row.html?utm_medium=display-adandutm_source=paid-digitalandutm_campaign=yextandutm_content=local-search,https://locations.panerabread.com/vt/williston/62-merchants-row.html,http://locations.panerabread.com/vt/williston/62-merchants-row.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search,http://panerabread.com/en-us/home.html?utm_source=yext&utm_medium=referral&utm_campaign=yext"
1507,4398 W Shaw Ave,Fast Food Restaurant,Fresno,US,36.808837,-119.871155,Wienerschnitzel,93722,CA,"http://www.wienerschnitzel.com,http://wienerschnitzel.com"
1508,37119 Fremont Blvd,Fast Food Restaurants,Fremont,US,37.559385,-122.01073,Wienerschnitzel,94536,CA,http://www.wienerschnitzel.com
1509,10991 Lower Azusa Rd,Fast Food Restaurant,El Monte,US,34.092387,-118.026674,Wienerschnitzel,91731,CA,"http://www.wienerschnitzel.com/,http://wienerschnitzel.com"
1510,250 Bristol St,Fast Food Restaurant,Costa Mesa,US,33.668041,-117.883134,Wienerschnitzel,92626,CA,http://www.wienerschnitzel.com/
1511,1951 Harbor Blvd,Fast Food Restaurants,Costa Mesa,US,33.6454,-117.919378,Wienerschnitzel,92627,CA,http://www.wienerschnitzel.com
1512,4103 Riverside Dr,Fast Food Restaurant,Chino,US,34.018896,-117.715304,Wienerschnitzel,91710,CA,http://wienerschnitzel.com
1513,18900 Soledad Canyon Rd,Hot Dog Joint and Fast Food Restaurant Canyon Country,Canyon Country,US,34.415737,-118.465288,Wienerschnitzel,91351,CA,"http://www.wienerschnitzel.com,http://www.wienerschnitzel.com/,http://wienerschnitzel.com"
1514,18900 Soledad Canyon Rd,Fast Food,Canyon Country,US,34.415737,-118.465288,Wienerschnitzel,91351,CA,"http://www.wienerschnitzel.com,http://www.wienerschnitzel.com/,http://wienerschnitzel.com"
1515,1940 S Bascom Ave,Fast Food Restaurant,Campbell,US,37.288149,-121.931116,Wienerschnitzel,95008,CA,http://www.wienerschnitzel.com
1516,10221 Artesia Blvd,Fast Food Restaurant,Bellflower,US,33.873184,-118.116507,Wienerschnitzel,90706,CA,"http://www.wienerschnitzel.com/,http://www.wienerschnitzel.com"
1517,250 E Lambert Rd,Fast Food,Brea,US,33.92448,-117.894314,Wienerschnitzel,92821,CA,"http://www.wienerschnitzel.com/,http://www.wienerschnitzel.com"
1518,5765 E Broadway Blvd,Fast Food Restaurant,Tucson,US,32.222219,-110.869272,Wienerschnitzel,85711,AZ,http://www.wienerschnitzel.com
1519,804 S Mcclintock Dr,Fast Food,Tempe,US,33.421726,-111.909156,Wienerschnitzel,85281,AZ,"http://www.wienerschnitzel.com/,http://www.wienerschnitzel.com"
1520,6030 W Thunderbird Rd,"Hot Dog Joint, Fast Food Restaurant, and Food",Glendale,US,33.61069,-112.189786,Wienerschnitzel,85306,AZ,"http://www.wienerschnitzel.com/,http://wienerschnitzel.com"
1521,600 Union Street,Fast Food,Westborough,US,42.270862,-71.60936,Panera Bread,1581,MA,http://locations.panerabread.com/ma/westborough/600-union-street.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
1522,6311 6th Ave,Fast Food Restaurant,Tacoma,US,47.25587,-122.521545,McDonald's,98406,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1523,7217 Pacific Ave,Fast Food Restaurant South End,Tacoma,US,47.190854,-122.434022,McDonald's,98408,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1524,15210 Tukwila International Blvd,Fast Food Restaurant,Seattle,US,47.466884,-122.288019,McDonald's,98188,WA,http://mcdonalds.com
1525,4814 Center St,Fast Food,Tacoma,US,47.233949,-122.502619,McDonald's,98409,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJovgbOxIyOq4f_uOcpSs8gsDrTJHKJUDHMibB9AUJz0g7uMuwzwp4UnoL-9FFtjFZuqn6kcnXQu1YDeBEEwgQxYc8qCyLh6P1nBqEEddWjf36d00n4p9iv8reNVU5lF8oHgaYDxGwBg4TRbqpCQrX_tMYugQekNIKwLk94dFNKiMHdJJceKBHHUeZ3NVTOEvT-3TnX50YJxQJuEMfvyFGs6wbDwrgQb-fSCYzn5l15I88eo03A34pfah6NtkOqew4XpycNmmWw75oChUEzrhLO-OFEfnJQNYcVgY1_Jzw47fq1N5OgFIV-2XgYbCQzMkdSfWxD_qCSRcbKOilRZBzkoO_6-PTkfet&placement=listing_profile&cs_user=unknown&cs_session=f57bd0d7374e3c2d0d56144c8ec998f66c18f8f0"
1526,601 Memorial Drive,Fast Food,Chicopee,US,42.174626,-72.575755,Panera Bread,1020,MA,http://locations.panerabread.com/ma/chicopee/601-memorial-drive.html?utm_medium=display-ad&utm_source=paid-digital&utm_campaign=yext&utm_content=local-search
1527,9305 N Newport Hwy,Fast Food Restaurant,Spokane,US,47.741708,-117.409799,McDonald's,99218,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1528,739 W 1st Ave,Fast Food Restaurant,Toppenish,US,46.375104,-120.320984,McDonald's,98948,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1529,10516 E Sprague Ave,Fast Food Restaurant,Spokane,US,47.657086,-117.263862,McDonald's,99206,WA,http://mcdonalds.com
1530,5146 25th Ave NE,Fast Food,Seattle,US,47.666558,-122.300578,McDonald's,98105,WA,"http://mcdonalds.com,http://mcdonalds.com/,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1531,802 Tacoma Ave S,Fast Food Restaurants,Tacoma,US,47.255291,-122.445458,McDonald's,98402,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://www.mcdonalds.com"
1532,3530 N Sullivan Rd,Fast Food Restaurants,Spokane,US,47.687771,-117.196799,McDonald's,99216,WA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral
1533,15 S Havana St,Fast Food Restaurant,Spokane,US,47.657092,-117.346854,McDonald's,99202,WA,"http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral"
1534,404 S Maple St,Fast Food Restaurants,Spokane,US,47.652236,-117.436426,McDonald's,99201,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://api.citygridmedia.com/content/places/v2/click?q=9YKflVKbY9NauPJdMy0B1gS1IhB4xv4EWw0zDoT-UWc_izWF3zs5PKGdfOHubWrvM0QwDCYwbOH2fdLi0dK5xArULcksCCbfR-WWAz9xD1AmGVAQZIom4U3n5R4DuRC8WJCtvJcNItEKoCSfzwapuGnmwGnHDpEGYXGjnN4u8zXqkiimSHFf4_dbqGRbVgNJo0jZb2sbOkCrzca6FjcpZYPe6zG_8BNzO1kgVaiB-Oj68q9wDsd1fN1P8U-gTSTBWQXd2rXs6KUtJWubcarlthUlThywql6sRHJvAb_2ZKEAZkKY-9Y7K4yt4hJ64CxVurKwIMqlmj0sKwUKzuurtq7Zq0N00cjEiOQ3sUY96lzEKx8pJ2TMcq_t5iccDrMiw_vrYJHuU6roik_emiD7z-JCFti1inRVy3K0kbg216msjAPKlM6t3IeR4TnVszjcgPrF2ViUuDXE1k-pJK9Ym-WtSOef3y2II49Gx9jN30rk4oBGHzCRgxuMgM3kJf_y1fFW5QuJkke70HOSfuY3Lv96eKdwLYAT&placement=listing_profile&cs_user=unknown&cs_session=83f7e275bc15fe19b7c9396223104d8be73a2a6d"
1535,3416 N Market St,Fast Food Restaurant,Spokane,US,47.68826,-117.364934,McDonald's,99207,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
1536,3416 N Market St,Fast Food Restaurants,Spokane,US,47.68826,-117.364934,McDonald's,99207,WA,"http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com"
