name,roaster,roast,loc_country,origin_1,origin_2,100g_USD,rating,review_date,desc_1,desc_2,desc_3
Bean Series Ethiopia Guji Raro,St1 Cafe/Work Room,Light,Taiwan,Guji Zone,Oromia Region,8.0,93,August 2022,"Suavely bright, quietly lively, balanced. Tangerine, hazelnut, cedar, cashew, floral vanilla in aroma and cup. Sweetly tart in structure; roundly bright acidity. Plush, buoyant mouthfeel. Impressive finish: deep, layered, vanilla with cedar and tangerine back notes.","Produced by smallholding farmers from the Kurume and Welicho selections of Ethiopia landrace varieties of Arabica, and processed at the Raro Boda washing station by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). St1 Cafe and Work Room is based in Tainan City, Taiwan, offering customers top-quality coffee in a cafe environment conducive to remote work. Visit www.st1cafe.com for more information.",Complex vanilla and floral suggestions emerge in a softly lively structure. 
El Salvador Monte Verde,Speedwell Coffee,Medium-Light,United States,Monte Verde,Santa Ana Department,4.41,92,August 2022,"Sweet-toned, straightforward, comfortable. Brown sugar, cocoa, gardenia, hazelnut, a hint of orange marmalade in aroma and cup. Balanced in structure, with gentle, round acidity; delicately plush mouthfeel. The exceptionally sweet finish consolidates around flowers, cocoa, hazelnut. ","Produced by Rene Contreras on the family farm in Monte Verde and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Speedwell Coffee, based in Plymouth, Massachusetts, is a wholesale and retail specialty roaster particularly dedicated to offering attractive coffee subscription plans. For more information, visit www.speedwellcoffee.com.","A subtly seductive, easy-drinking cup with quiet but absorbing aromatic intrigue."
Colombia Laboyano,Topeca Coffee Roasters,Medium-Light,United States,Pitalito Growing Region,Huila Department,4.99,92,August 2022,"Bright but balanced; cleanly classic washed profile. Distinct apricot,","Produced by smallholding farmers from several varieties of Arabica, including the","A classic cup in the Latin American, particularly Colombian, tradition: brightly tart but roundly sweet with notes of stone fruit and soft citrus."
Pantan Musara Sumatra,JBC Coffee Roasters,Medium-Light,United States,Aceh Province,Sumatra,6.17,94,August 2022,"Richly spice- and fruit-toned. Nectarine, clove, narcissus, cocoa nib, cedar in aroma and cup. Brightly sweet structure with vibrant, juicy acidity; full, syrupy-smooth mouthfeel. The balanced finish leads with notes of cocoa nib and nectarine, supported by clove, cedar and a hint of narcissus.","Produced by smallholding farmers from trees of the Gayo 1, Gayo 2, Catimor and  Abyssinia varieties of Arabica and processed by the traditional washed method, rather than the wet-hulled variation more typical in Sumatra. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.",Processed by the traditional washed method rather than the wet-hulled variation more typical in Sumatra. Integrated and high-toned with notes of stone fruit and cocoa nib at center.
Sumatra Takengon Gayo Natural,Coffee By Design,Light,United States,Aceh Province,Sumatra,4.74,94,August 2022,"Gently fruit-toned, complex, multi-layered. Wild strawberry, honey, sandalwood, jasmine, fresh leather in aroma and cup. Sweetly tart structure with balanced, juicy acidity; very full, syrupy mouthfeel. The crisp finish centers on notes of strawberry and sandalwood with honey undertones.","Produced by smallholding farmers of the Bourbon, Catimor and Typica varieties of Arabica, and processed by the natural method (dried in the whole fruit). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com. ","A natural-processed Sumatra that is much more fruit-forward than coffees processed by the typical Sumatra wet-hulled method: juicy, gently bright, nuanced."
Ethiopia Djimma Gera Anaerobic,Coffee By Design,Medium-Light,United States,Djimmah,Oromia Region,7.05,93,August 2022,"High-toned, sweetly tart. Lychee, tamarind, dark chocolate, marjoram, fresh-cut oak in aroma and cup. Sweet-toned structure with gentle, round acidity; plush, creamy mouthfeel. Long, lingering finish with notes of dark chocolate and tamarind.","Produced by smallholding farmers from local heirloom varieties of Arabica and processed by the natural anaerobic method, wherein whole fruit is fermented with limited oxygen before drying. Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com. ","A sweet, fruit-toned anaerobic Ethiopia cup with particularly viscous, creamy mouthfeel and inviting tropical fruit notes."
Colombia Los Pinos Robeiro Sarmiento,Coffee By Design,Medium-Light,United States,Antioquia Department,Colombia,4.08,92,August 2022,"Chocolaty, deep-toned. Baking chocolate, date, cedar, narcissus, almond in aroma and cup. Sweet structure with brisk acidity; velvety mouthfeel. The finish consolidates to notes of baking chocolate and cedar.","Produced by Robeiro Sarmiento and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Founded in 1994, Coffee By Design is a specialty coffee roaster in Portland, Maine that also operates three coffee shops in town, as well as one in Freeport. Visit www.coffeebydesign.com.","A friendly, accessible, crisply sweet coffee with dried fruit, floral, and rich nut tones."
Vietnam Cau Dat Mercafe Lotus,Peach Coffee Roasters,Medium-Light,United States,Cau Dat,Southwest Vietnam,7.05,90,August 2022,"Richly sweet, chocolaty. Dark chocolate, hazelnut, date, gardenia, cedar in aroma and cup. Sweet-toned structure with gentle acidity; crisp, satiny mouthfeel. Chocolaty finish with undertones of hazelnut and cedar.","Produced at Mercafe Lotus Farms of 100% Arabica coffee, and processed by the traditional washed method (fruit skin and flesh are removed from the beans before they are dried). Peach Coffee Roasters is an Atlanta, Georgia-based specialty roaster. Visit www.peachcoffeeroasters.com for more information.","A sweet, chocolaty Vietnam Arabica with undertones of nuts, florals, and rich aromatic wood."
Nano Genji #7,JBC Coffee Roasters,Medium-Light,United States,Agaro Gera,Jimma Zone,5.58,95,July 2022,"Richly sweet, floral- and fruit-toned. Apricot, star jasmine, almond nougat, lemon balm, sandalwood in aroma and cup. Sweetly tart structure with delicately bright acidity; plush, syrupy mouthfeel. Long, lingering, flavor-laden finish.","Produced by the Nano Genji cooperative in Ethiopia’s Jimma Zone. Ethiopia coffees like this one are produced largely from local, indigenous varieties of Arabica. Processed by the wet or washed method (fruit skin and pulp are removed before drying). Certified organic. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A trifecta of fruit, flowers, and sandalwood in this delightfully high-toned, bright but balanced, classic washed Ethiopia cup."
Panama Auromar Camilina Geisha Natural,Dragonfly Coffee Roasters,Medium-Light,United States,Piedra Candela,Chiriqui Province,44.09,95,July 2022,"Delicately bright, resonantly floral. Narcissus, cardamom, honey, bergamot, marjoram in aroma and cup. Balanced, sweetly tart structure with vibrant acidity; lively, silky mouthfeel. The long, flavor-laden finish leads with notes of bittersweet citrus and narcissus in the short; cardamom and honey resurface in the long.","Produced from trees of the celebrated Ethiopia-derived botanical variety Geisha (also spelled Gesha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a dry-processed or “natural” version, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or “washed” coffees. Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ","A vibrantly expressive, nuanced natural-processed Geisha cup with spice-toned floral and complex fruit notes throughout."
Tio Conejo Colombia,JBC Coffee Roasters,Medium-Light,United States,Vereda Santa Rita,Manizales,7.94,94,July 2022,"Nuanced, bright, multi-layered, richly aromatic. Tangerine, lilac, sage, Bing cherry, caramelized walnut in aroma and cup. Sweetly bright structure with vibrant, balanced acidity; lively, satiny-smooth mouthfeel. The resonant finish centers around notes of tangerine and sage.","Produced by Angela Suarez of Finca Tío Conejo from trees of the Yellow Caturra variety of Arabica, and processed by the washed method (fruit skin and flesh are removed from the beans before they are dried). JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A high-toned, citrusy and floral washed Colombia cup with spice-driven undertones."
Panama Auromar Ironman Geisha Washed Process,Dragonfly Coffee Roasters,Medium-Light,United States,Piedra Candela,Chiriqui Province,44.09,94,July 2022,"High-toned, balanced, deeply sweet. Pomelo, jasmine, cocoa nib, amber, agave syrup in aroma and cup. Brightly sweet structure with juicy acidity; syrupy-smooth mouthfeel. The crisply cocoa-toned finish is supported by pomelo and jasmine.","Produced from trees of the still rare Ethiopia-derived botanical variety Geisha (also spelled Gesha) by farmer Roberto Brenes of Auromar Estate. With its generally elongated beans and distinctive floral and crisp, often chocolaty cup, the Geisha/Gesha variety continues to distinguish itself as one of the world’s most unique coffees. This is a traditional washed version (fruit skin and flesh are removed from the beans before they are dried). Now based in Henderson, Nevada, Dragonfly Coffee was named 2019 Micro-Roaster of the Year by Roast magazine. Visit https://dragonflycoffeeroasters.com or call 303-579-2154 for more information. ","A classic washed-process Panama Geisha cup: cocoa-toned, floral, richly sweet and balanced."
Cruz Loma,JBC Coffee Roasters,Medium-Light,United States,San José De Minas,Pichincha Province,11.02,94,July 2022,"Deeply sweet, richly fruit-toned. Passion fruit, ginger flower, cocoa nib, Meyer lemon zest, hazelnut in aroma and cup. Brightly sweet with vibrant, juicy acidity; very full, syrupy mouthfeel. The resonant finish centers around notes of cocoa-toned ginger flower.","Produced by Galo Morales, Maria Alexandra Rivera and family at Finca Cruz Loma from trees of the Typica and Sidra varieties of Arabica, and processed by the anaerobic washed method, in which the fermentation step occurs in a hermetically sealed vessel before the beans are washed and dried. JBC Coffee Roasters’ vision is simple: “let the coffee lead the way” through sourcing and roasting the best and most unique coffees available and rewarding the farmers who grow those coffees with substantial premiums. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","A complex, multi-layered washed anaerobic Ecuador cup — bright, juicy, cleanly fruit-toned, alive with tropical floral notes."
