name,roaster,roast,loc_country,origin,100g_USD,rating,review_date,review
Cordillera del Fuego Costa Rica Anaerobic,Collage Coffee,Medium-Light,United States,Costa Rica,5.29,93,November 2019,"Richly spicy, musky, chocolaty. Mexican chocolate (cocoa nib, vanilla, cinnamon, sugar), dried parsley, nutmeg, musk in aroma and cup. Crisp and piquant in structure; light, silky mouthfeel. The impressive finish is drying yet quite sweet, saturated with chocolate, cinnamon and musk suggestions."
Costa Rica Anaerobic,Manzanita Roasting Company,Light,United States,Costa Rica,5.29,93,November 2019,"Intense, spicy-sweet, chocolaty. Mexican chocolate (cocoa nib, vanilla, cinnamon, sugar), oak, orange zest, juniper berry or a light whiff of gin in aroma and cup. Sweet but crisp and balanced in structure, with a savory bottom. Light, though quite syrupy, mouthfeel. Cinnamon dominates in the short finish, but cocoa comes forward in a sweet and long-lasting finish."
Colombia Finca El Paraiso Double Anaerobic Geisha,Lucky Cafe,Medium-Light,Taiwan,Colombia,25.6,92,November 2019,"Bright, intensely pungent, oddly engaging. Spearmint, blueberry, fresh yogurt, sweet cocoa, musk in aroma and cup. Tart and bittersweet in structure; in mouthfeel, syrupy and plush. The finish consolidates richly around suggestions of sweet cocoa and fresh yogurt, with a very slight suggestion of earthy decay. "
Ethiopia Yirgacheffe Adorsi,Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,19.2,92,November 2019,"Sweet, heavy, musky and perfumy. Elderflowers, fresh cilantro, strawberry-flavored yogurt, lime, musk in aroma and cup. Intensely sweet in structure but balanced by a distinctly crisp, bitter edge. Light, satiny mouthfeel. Flavor consolidates in a sweet though drying finish. "
Ethiopia Sidama Naia Bombe Dry Ferment Vertical Reserve,Coffeebar,Medium-Light,United States,Ethiopia,5.88,93,November 2019,"Richly sweet-savory, spice- and floral-toned. Black cherry, tangerine zest, gardenia, marjoram, a hint of bay leaf in aroma and cup. In structure, sweet-tart and juicy with a savory depth. Syrupy and plush in mouthfeel; spicy flowers lead in a quietly flavor-saturated finish.    "
Kenya Kibirigwi Thunguri,Temple Coffee Roasters,Medium-Light,United States,Kenya,6.47,93,October 2019,"Bright, richly sweet-savory. Blackberry, jasmine, oak, cocoa nib, pink peppercorn in aroma and cup. Sweetly savory structure with lively, juicy acidity; satiny-smooth mouthfeel. The flavor-saturated finish leads with blackberry and jasmine in the short; pink peppercorn and cocoa nib resurface in the long."
Colombia Huila,Baba Java Coffee,Light,United States,Colombia,5.29,91,October 2019,"Crisp, bright, savory-sweet. Cashew brittle, lemon blossom, tamarind, cedar, herbed goat cheese in aroma and cup. Tart-savory structure with brisk acidity; lightly satiny mouthfeel. The finish resonates with notes of citrus, sweet nuts and herbs."
Panama Hacienda La Esmeralda Super Mario Geisha,Campos Coffee,Medium-Light,Australia,Panama,69.0,96,October 2019,"Brightly fruit-toned, tropical, and aromatically vibrant. Lychee, passionfruit, dark chocolate, frankincense, star jasmine in aroma and cup. Deeply sweet-tart structure with high-toned, juicy acidity; lush, syrupy mouthfeel. Resounding flavor-saturated finish with layer after layer of fruit far into the long. "
Nicaragua Finca Idealista,South Slope Coffee Roasters,Medium-Light,United States,Nicaragua,5.29,92,October 2019,"Richly sweet, vibrantly bright. Pink grapefruit zest, cocoa nib, apricot, hazelnut, cedar in aroma and cup. Sweet-tart structure with pert acidity; delicately silky mouthfeel. The gentle finish centers around notes of apricot and cocoa nib supported by rich hazelnut and hints of cedar."
Ethiopia Guji Gerbicho Natural,Souvenir Coffee,Medium-Light,United States,Ethiopia,4.7,92,October 2019,"Crisply sweet, cleanly fruit-toned. Dried strawberry, cocoa nib, honeysuckle, agave syrup, cedar in aroma and cup. Sweetly tart structure with crisp, apple-like acidity; satiny-smooth mouthfeel. The quiet finish evokes dried strawberry and wood-framed honeysuckle."
Panama Elida Natural Catuai,Klatch Coffee,Medium-Light,United States,Panama,6.45,95,November 2019,"Richly and cleanly fruit-toned, chocolaty. Dried fig, chocolate fudge, molasses, oak, narcissus-like flowers in aroma and cup. Deeply sweet-tart in structure with high-toned, crisp acidity; full, creamy mouthfeel. The resonant flavor-saturated finish centers around fig and chocolate suggestions."
Cate Natural G5,Small Eyes Cafe,Medium-Light,Taiwan,Ethiopia,3.2,95,November 2019,"Evaluated as espresso. Bright, sweetly tart, cleanly fruit-forward. Raspberry, chocolate fudge, sandalwood, narcissus, almond butter in aroma and small cup. Full, syrupy mouthfeel, resonant, flavor-saturated finish. In cappuccino scaled milk, this attractive natural-processed coffee reads like trifle dessert: raspberry with dark chocolate. "
Ethiopia Yirgacheffe GR1 Bedhatu Jibicho Washed,Klatch Coffee,Medium-Light,United States,Ethiopia,5.28,93,November 2019,"Deeply sweet, crisply herb-toned. Lemon verbena, plum, baking chocolate, hazelnut, honeysuckle in aroma and cup. Sweetly tart structure with brisk acidity; full, syrupy mouthfeel. Resonant finish with lemon verbena and baking chocolate front and center."
Kenya Nyeri Othaya Gura AA,Klatch Coffee,Medium-Light,United States,Kenya,6.16,93,November 2019,"Richly sweet-savory, vibrant. Cocoa nib, red currant, cedar, maple syrup, magnolia-like flowers in aroma and cup. Sweet, savory-edged structure with bright acidity; crisp yet velvety mouthfeel. Cocoa dominates in the finish, supported by red currant and cedar."
Ethiopia Konga Natural,Blues Brew Coffee,Medium-Light,Taiwan,Ethiopia,6.4,93,November 2019,"Richly sweet berry-toned. Ripe strawberry, lilac, sandalwood, cocao nib, hint of thyme in aroma and cup. Sweet-tart structure with gentle, round acidity; full, syrupy mouthfeel. Cocoa-toned sandalwood characterizes the resonant finish."
Gachami Kenya,JBC Coffee Roasters,Medium-Light,United States,Kenya,5.64,94,November 2019,"Rich-toned, crisply sweet. Passionfruit, agave syrup, narcissus, dark chocolate, sandalwood in aroma and cup. Sweetly tart structure with bright, juicy acidity; plush, syrupy mouthfeel. The long, flavor-saturated finish centers around notes of passionfruit, dark chocolate and sandalwood."
Ethiopia Natural Gedeb Violent Andromeda,Simon Hsieh’s Aroma Roast Coffees,Medium-Dark,Taiwan,Ethiopia,15.58,93,November 2019,"Evaluated as espresso. Charred oak, baking chocolate, calla lily, browned butter and black cherry in aroma and small cup. Crisp, lightly velvety mouthfeel; the finish consolidates to cocoa-toned black cherry. In three parts milk, calla lily-like flowers and baking chocolate are amplified, while black cherry notes resurface in the long finish."
Cordillera del Fuego Costa Rica Anaerobic,Black & White Coffee Roasters,Medium-Light,United States,Costa Rica,5.88,93,November 2019,"Crisply sweet, richly tart-savory. Dried apricot, marjoram, wild honey, oak, narcissus in aroma and cup. Balanced sweet-tart structure with vibrant, juicy acidity; satiny-smooth mouthfeel. The finish consolidates to dried apricot and marjoram with undertones of honey."
Kenya Kiandu Peaberry,Quartet Kaffe,Medium-Light,Taiwan,Kenya,9.12,95,December 2019,"Deeply and richly sweet, resonantly juicy. Red currant, lavender, dark chocolate, sandalwood, fine musk in aroma and cup. Sweet-savory structure with vibrant, lively acidity; plush, syrupy mouthfeel. Both the aromatics and poised structure carry far into the finish with finesse and persistence. "
Ethiopia Idido Wegida,Amavida Coffee Roasters,Medium-Light,United States,Ethiopia,5.86,93,December 2019,"High-toned, sweetly tart. Maple syrup, almond butter, dried apricot, cocoa nib, baking spices in aroma and cup. Sweet-tart structure with pert acidity; velvety-smooth mouthfeel. The flavor-saturated finish centers on maple syrup and dried apricot in the short and cocoa-toned almond butter in the long, with a hint of baking spices."
Kenya Kirinyaga,Big Shoulders Coffee,Medium-Light,United States,Kenya,6.17,93,December 2019,"Rich-toned, sweetly savory, vibrant. Cocoa nib, black currant, myrrh, apricot, hop flowers in aroma and cup. Sweet, savory-edged structure with brisk acidity; plush, syrupy mouthfeel. The resonant finish centers around apricot and hop flowers in the short, cocoa nib and myrrh in the long."
Ethiopia Herfusa Single Variety Natural,Quartet Kaffe,Medium-Light,Taiwan,Ethiopia,8.0,93,December 2019,"Delicate, berry-toned, richly sweet. Raspberry, honey, narcissus-like flowers, cedar, almond butter in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; lively, full mouthfeel. Resonant, flavor-saturated finish consolidates to notes of raspberry and almond, supported by sweet floral hints."
Guatemala La Folie,Big Shoulders Coffee,Medium-Light,United States,Guatemala,6.17,92,December 2019,"Deeply sweet, richly nut-toned. Hazelnut butter, magnolia-like flowers, crisp pear, cedar, agave syrup in aroma and cup. Sweet in structure with gentle, round acidity; syrupy-smooth mouthfeel. The finish consolidates to deep nut and rich aromatic wood."
Ethiopia Yirgacheffe Washed,MK Coffee Roasters,Medium,Taiwan,Ethiopia,6.4,91,December 2019,"Delicately sweet, bright-toned. Lemon zest, rhododendron, baking chocolate, fresh-cut fir, molasses in aroma and cup. Gentle, lively acidity; light, satiny mouthfeel. Lemon zest and chocolate carry into a sweet, gently drying finish. "
Guatemala Concepción Buena Vista,Klatch Coffee,Medium-Light,United States,Guatemala,4.98,90,December 2019,"Delicate, sweet-toned. Apricot, fresh-cut fir, magnolia, hazelnut, cocoa powder in aroma and cup. Sweet in structure with lively acidity; velvety mouthfeel. The finish is richly drying with notes of hazelnut, fir and cocoa powder."
Ethiopia Yirgacheffe Aricha G1,Chez Cafe,Medium-Light,Taiwan,Ethiopia,4.8,93,December 2019,"Crisply sweet, citrus- and cocoa-toned. Cocoo nib, pink grapefruit zest, cedar, narcissus, plum in aroma and cup. Sweet-tart structure with high-toned, lively acidity; full, satiny mouthfeel. The finish consolidates to notes of citrus-toned cocoa and narcissus."
Panama Esmeralda Geisha Portón Oro Yeast,Klatch Coffee,Medium-Light,United States,Panama,41.12,94,November 2019,"Floral-toned, bright, citrusy. Star jasmine, bergamot, sandalwood, maple syrup, baking chocolate in aroma and cup. Sweet-tart structure with crisp, juicy acidity; plush, syrupy mouthfeel. Cocoa-toned finish with undertones on bergamot and star jasmine."
Kenya Kiambu Peaberry Uklili 1904 Lot,Kakalove Cafe,Medium,Taiwan,Kenya,4.25,94,November 2019,"Cocoa-toned, deeply and richly sweet. Cocoa nib, lemon blossom, black currant, hazelnut butter, cedar in aroma and cup. Sweetly tart structure with bright, vibrant acidity; creamy-full mouthfeel. Finish consolidates to notes of cocoa and black currant."
Kenya Kiambu AB Uklili 1903 Lot,Kakalove Cafe,Medium-Light,Taiwan,Kenya,4.25,94,November 2019,"Rich-toned, chocolaty. Dark chocolate, narcissus-like flowers, date, cedar, blood orange zest in aroma and cup. Sweet-toned structure with balanced acidity; plush, creamy mouthfeel. The rich, long finish centers on dark chocolate bordering on fudge and exceptionally sweet florals."
Ethiopia Natural Yirgacheffe Blue Donkey Lot #2,Kakalove Cafe,Medium-Light,Taiwan,Ethiopia,4.25,94,November 2019,"Delicate, berry-toned, deeply sweet. Wild strawberry, honey, freesia-like flowers, oak, almond paste in aroma and cup. Sweetly tart structure with juicy, high-toned acidity; lively, silky mouthfeel. Resonant, flavor-saturated finish sustains all of the notes from the cup, wild strawberry and almond in particular."
Ethiopia Nansebo Worka,Red Rooster Coffee Roaster,Medium-Light,United States,Ethiopia,6.17,95,November 2019,"Delicate, floral-toned. Narcissus-like flowers, honey, cocoa nib, apricot, fresh-cut cedar in aroma and cup. Sweet-tart structure with juicy, vibrant acidity; plush, syrupy mouthfeel. The rich, floral-laden finish is rife with supporting notes of apricot and cocoa nib."
Puna Champagne Natural Anaerobic,Paradise Roasters,Medium-Light,United States,Hawai'I,17.59,93,December 2019,"High-toned, richly fruit-forward, balanced. Strawberry guava, jasmine, cocoa nib, sandalwood, pink grapefruit zest in aroma and cup. Sweet-tart structure with crisp, bright acidity; vibrantly plush, syrupy mouthfeel. The resonant finish centers around guava and jasmine notes with undertones of cocoa nib."
Costa Rica Las Lajas Red Honey,Durango Coffee Company,Medium,United States,Costa Rica,4.69,93,December 2019,"Deeply sweet, subtly tart, nuanced. Ripe blueberry, freesia-like flowers, almond, fresh-cut cedar, nougat in aroma and cup. Sweetly fruit-toned structure with round acidity; full, syrupy mouthfeel. Finish consolidates to notes of blueberry and nougat with undertones of cedar. "
Ethiopia Yirgacheffe Espresso Mekuriya Gobena,Paradise Roasters,Medium,United States,Ethiopia,5.86,93,January 2020,"Evaluated as espresso. Bright, sweetly tart, high-toned. Black cherry, chocolate fudge, almond butter, freesia-like flowers, sandalwood in aroma and small cup. Crisp, satiny mouthfeel; resonant fruit-toned finish. Particularly floral-saturated in three parts milk, with dark chocolate and cherry undertones."
Ethiopia Shakiso,Battlecreek Coffee Roasters,Medium-Light,United States,Ethiopia,5.29,93,January 2020,"Rich-toned, fruit-forward, deeply sweet. Strawberry jam, cocoa nib, ginger flower, fresh-cut fir, maple syrup in aroma and cup. Sweet in structure with brisk acidity; plush, syrupy mouthfeel. The resonant finish centers on strawberry and cocoa notes supported by spice-toned florals."
Finca La Montana Costa Rica,Press House Coffee,Medium,United States,Costa Rica,4.03,92,January 2020,"Cocoa- and fruit-driven. Dark chocolate, dried apricot, gently scorched oak, lime zest, gardenia in aroma and cup. Sweet in structure with gentle, round acidity; lightly syrupy mouthfeel. The finish consolidates to wood-framed dark chocolate and dried apricot. "
Berg Wu Championship Selection Yirgacheffe G1 Natural Lot 19/01,GK Coffee,Medium-Light,Taiwan,Ethiopia,8.8,95,January 2020,"Musk-toned, fruit-forward. Passion fruit, fine musk, dark chocolate, watermelon candy, pink grapefruit zest in aroma and cup. High-toned, sweetly tart structure with juicy, vibrant acidity; creamy, plush mouthfeel. The flavor-saturated finish centers around notes of passion fruit and fine musk."
Ethiopia Mulegeta Sintayehu Washed,GK Coffee,Medium-Light,Taiwan,Ethiopia,16.0,94,January 2020,"High-toned, richly sweet-tart. Dried apricot, tangerine zest, almond, narcissus-like flowers, cedar in aroma and cup. Sweetly tart in structure with balanced, juicy acidity; crisp yet syrupy mouthfeel. The finish is richly bittersweet and long, centered on notes of tangerine zest and cedar."
