Entity,Code,Year,Number of executions (Amnesty International),Deaths - Meningitis - Sex: Both - Age: All Ages (Number),Deaths - Neoplasms - Sex: Both - Age: All Ages (Number),"Deaths - Fire, heat, and hot substances - Sex: Both - Age: All Ages (Number)",Deaths - Malaria - Sex: Both - Age: All Ages (Number),Deaths - Drowning - Sex: Both - Age: All Ages (Number),Deaths - Interpersonal violence - Sex: Both - Age: All Ages (Number),Deaths - HIV/AIDS - Sex: Both - Age: All Ages (Number),Deaths - Drug use disorders - Sex: Both - Age: All Ages (Number),Deaths - Tuberculosis - Sex: Both - Age: All Ages (Number),Deaths - Road injuries - Sex: Both - Age: All Ages (Number),Deaths - Maternal disorders - Sex: Both - Age: All Ages (Number),Deaths - Lower respiratory infections - Sex: Both - Age: All Ages (Number),Deaths - Neonatal disorders - Sex: Both - Age: All Ages (Number),Deaths - Alcohol use disorders - Sex: Both - Age: All Ages (Number),Deaths - Exposure to forces of nature - Sex: Both - Age: All Ages (Number),Deaths - Diarrheal diseases - Sex: Both - Age: All Ages (Number),Deaths - Environmental heat and cold exposure - Sex: Both - Age: All Ages (Number),Deaths - Nutritional deficiencies - Sex: Both - Age: All Ages (Number),Deaths - Self-harm - Sex: Both - Age: All Ages (Number),Deaths - Conflict and terrorism - Sex: Both - Age: All Ages (Number),Deaths - Diabetes mellitus - Sex: Both - Age: All Ages (Number),Deaths - Poisonings - Sex: Both - Age: All Ages (Number),Deaths - Protein-energy malnutrition - Sex: Both - Age: All Ages (Number),Terrorism (deaths),Deaths - Cardiovascular diseases - Sex: Both - Age: All Ages (Number),Deaths - Chronic kidney disease - Sex: Both - Age: All Ages (Number),Deaths - Chronic respiratory diseases - Sex: Both - Age: All Ages (Number),Deaths - Cirrhosis and other chronic liver diseases - Sex: Both - Age: All Ages (Number),Deaths - Digestive diseases - Sex: Both - Age: All Ages (Number),Deaths - Acute hepatitis - Sex: Both - Age: All Ages (Number),Deaths - Alzheimer's disease and other dementias - Sex: Both - Age: All Ages (Number),Deaths - Parkinson's disease - Sex: Both - Age: All Ages (Number)
El Salvador,SLV,2018,,53,5734,42,0,219,3140,702,11,92,1276,45,2275,522,860,4,306,3,290,540,0,2208,11,289,,9456,4013,1484,1469,2379,6,1666,295
El Salvador,SLV,2019,,52,5905,42,0,213,3047,680,11,89,1279,44,2304,483,874,0,308,3,293,531,0,2257,11,291,,9695,4083,1514,1500,2432,6,1695,305
England,,1990,,446,141511,626,0,363,472,390,738,593,4763,64,30695,2481,315,72,97,187,167,5013,9,6727,227,70,,239024,3995,31523,3949,17533,19,15700,4098
England,,1991,,442,141199,605,0,347,466,480,771,573,4544,57,31720,2344,330,2,108,190,164,4973,82,6703,228,69,,236336,3834,31635,4025,17682,19,16078,4122
England,,1992,,395,140949,581,0,331,481,527,816,553,4278,58,33144,2142,344,1,126,183,161,4893,12,6588,228,69,,232659,3655,31648,4119,17861,19,16461,4116
England,,1993,,398,141186,566,0,317,581,602,862,541,4084,53,37304,2061,373,3,155,195,160,4836,5,6386,239,68,,231058,3727,32029,4286,18179,19,16881,4132
England,,1994,,392,139722,656,0,309,585,689,939,520,3918,61,38841,2001,406,5,184,198,152,4757,7,6129,239,67,,223474,3659,31557,4413,18277,19,17204,4084
England,,1995,,409,139994,538,0,310,477,685,1026,516,3874,59,41344,1966,438,0,227,200,150,4815,12,6076,242,67,,221492,3680,32087,4693,18843,19,17661,4137
England,,1996,,420,138978,532,0,301,370,472,1137,501,3819,60,42716,1993,477,1,280,201,148,4807,10,5928,243,66,,216791,3635,32155,4924,19263,18,18043,4154
England,,1997,,420,138093,515,0,297,349,342,1274,483,3745,53,43631,1946,522,0,344,232,141,4751,2,5796,237,66,,211234,3606,32375,5181,19724,18,18378,4178
England,,1998,,415,138535,502,0,290,346,206,1433,477,3645,56,43857,1881,567,24,428,195,139,4780,46,5757,227,67,,207952,3638,32818,5508,20403,18,18726,4247
England,,1999,,408,138775,486,0,284,329,216,1565,469,3554,51,43925,1837,620,9,538,194,138,4736,11,5736,214,68,,204049,3685,33480,5810,21122,18,19069,4346
England,,2000,,394,137155,466,0,274,351,219,1604,453,3472,51,41469,1742,692,14,679,182,134,4648,6,5605,195,71,,196592,3702,33280,6026,21573,18,19397,4410
England,,2001,,435,136243,444,0,272,411,235,1640,434,3400,51,36701,1670,824,0,865,166,133,4559,5,5534,169,77,,191541,3801,33442,6251,22013,19,19765,4535
England,,2002,,351,137516,436,0,269,421,240,1628,428,3363,46,35241,1660,905,14,1064,155,135,4459,3,5535,155,81,,189226,3947,34315,6531,22765,20,20188,4725
England,,2003,,345,138012,424,0,266,429,278,1618,420,3297,50,34063,1734,979,0,1296,166,135,4359,44,5496,144,83,,184816,4060,35053,6797,23387,20,20586,4882
England,,2004,,322,136692,399,0,254,408,239,1635,396,3160,49,32069,1709,1048,2,1518,142,132,4230,21,5263,134,83,,175130,4048,34673,6854,23396,20,20880,4912
England,,2005,,315,136339,380,0,254,409,257,1676,387,3077,50,31069,1721,1110,12,1785,138,130,4175,76,5120,126,85,,168413,4121,34866,6989,23623,21,21345,5002
England,,2006,,273,136832,373,0,257,385,274,1750,382,3054,48,30065,1766,1159,0,2016,138,129,4223,57,5010,125,86,,162608,4234,35006,7175,23917,21,21874,5095
England,,2007,,266,137934,356,0,256,344,282,1831,361,2963,52,29583,1766,1209,25,2078,135,128,4237,76,4904,122,88,,157970,4382,35408,7273,24117,20,22429,5224
England,,2008,,255,139223,350,0,256,323,283,1910,353,2850,49,29435,1725,1251,13,1932,134,127,4347,47,4857,120,89,,154554,4519,35992,7399,24377,20,23022,5364
England,,2009,,242,138881,337,0,253,312,275,1903,334,2667,57,28853,1680,1276,5,1718,161,126,4351,91,4703,117,89,,148861,4601,35918,7366,24189,20,23524,5392
England,,2010,,232,139474,324,0,246,285,268,1869,323,2477,42,29029,1633,1290,0,1541,124,125,4288,87,4648,113,89,,146493,4791,36510,7395,24410,20,24179,5471
England,,2011,,225,141089,313,0,238,295,223,1818,312,2318,44,29737,1599,1301,0,1406,116,125,4223,44,4607,108,90,,144598,5037,37316,7378,24643,19,24692,5527
England,,2012,,215,143740,305,0,235,275,215,1810,313,2222,43,30879,1509,1305,8,1323,113,128,4181,40,4671,105,93,,145821,5358,38610,7383,25131,19,25119,5712
England,,2013,,214,146399,306,0,239,267,225,1892,316,2199,43,31826,1409,1304,11,1252,110,127,4274,10,4723,105,92,,146439,5621,39565,7507,25548,18,25317,5879
England,,2014,,214,148044,302,0,243,265,172,1963,316,2197,35,32420,1374,1313,7,1176,103,123,4319,8,4691,105,90,,144932,5825,39390,7566,25671,18,25406,5986
England,,2015,,218,150941,302,0,244,252,217,2029,318,2183,28,33422,1378,1313,3,1146,98,122,4376,2,4772,105,89,,145885,6025,40274,7756,26138,18,25662,6183
England,,2016,,217,152622,302,0,246,236,212,2061,313,2174,32,33297,1369,1326,2,1099,96,120,4427,4,4793,104,89,,144616,6107,40430,7887,26249,18,25895,6256
England,,2017,,216,154182,367,0,244,224,200,2041,312,2170,25,33573,1343,1342,11,1081,95,120,4437,0,4858,105,90,,144867,6186,40776,7932,26345,17,26259,6351
England,,2018,,218,157938,308,0,245,254,195,1950,317,2212,30,34425,1314,1334,0,1134,100,124,4437,0,5011,106,92,,150402,6243,41743,7947,26779,18,26803,6564
England,,2019,,218,160593,312,0,244,260,191,1914,319,2232,31,34889,1285,1337,0,1157,102,126,4436,2,5102,107,94,,153285,6288,42289,7959,27005,18,27257,6694
Equatorial Guinea,GNQ,2007,3,83,354,13,987,22,32,1324,2,243,215,73,421,651,4,0,241,3,57,44,0,129,10,55,,652,83,124,92,175,4,38,9
Equatorial Guinea,GNQ,2010,4,74,407,13,916,19,36,1580,2,216,222,72,380,585,5,0,183,2,44,51,0,150,10,42,,699,97,128,96,181,4,44,11
Equatorial Guinea,GNQ,2014,9,60,482,12,889,15,43,1791,3,195,235,61,358,554,6,0,135,2,34,61,0,178,9,33,,774,113,137,105,196,3,53,13
Equatorial Guinea,GNQ,1990,,105,236,16,594,38,26,23,1,759,181,94,766,510,5,0,1316,4,212,50,0,84,15,204,,701,57,160,92,183,20,17,5
Equatorial Guinea,GNQ,1991,,108,238,17,686,39,26,36,1,760,188,96,775,530,5,0,1338,4,218,50,0,85,15,210,,703,57,160,92,185,20,17,5
Equatorial Guinea,GNQ,1992,,110,238,17,768,40,27,54,1,751,192,95,782,546,5,0,1345,4,219,49,1,84,15,211,1,700,58,159,92,184,20,18,5
Equatorial Guinea,GNQ,1993,,113,241,17,846,41,27,80,1,750,199,98,789,562,5,0,1356,4,219,50,0,85,15,212,,705,59,159,93,186,19,18,5
Equatorial Guinea,GNQ,1994,,115,244,17,922,41,27,113,1,742,203,98,793,580,5,0,1358,4,217,49,0,86,15,210,,709,59,159,93,186,18,19,6
Equatorial Guinea,GNQ,1995,,118,250,17,1001,42,29,157,1,737,213,102,794,599,5,0,1356,4,215,50,0,88,16,208,,719,61,160,94,189,18,20,6
Equatorial Guinea,GNQ,1996,,119,257,17,1060,41,29,213,1,705,221,104,778,646,5,0,1287,4,203,50,0,91,16,197,,728,63,160,95,191,16,21,6
Equatorial Guinea,GNQ,1997,,112,255,16,1048,38,28,280,1,614,215,95,711,663,5,0,1143,4,173,47,0,89,15,167,,698,62,151,93,185,14,22,6
Equatorial Guinea,GNQ,1998,,109,258,16,1083,37,28,360,1,549,216,91,667,682,5,0,1007,4,151,46,6,90,14,146,,684,62,146,92,183,12,23,6
Equatorial Guinea,GNQ,1999,,108,265,16,1134,35,28,454,1,496,224,89,636,698,4,0,840,4,136,45,0,92,14,132,,674,64,142,93,183,10,24,6
Equatorial Guinea,GNQ,2000,,106,270,16,1150,33,28,561,1,443,226,86,602,710,4,0,665,3,123,43,0,95,13,119,,662,65,137,92,182,9,26,6
Equatorial Guinea,GNQ,2001,,98,273,15,1136,29,27,675,1,384,214,81,540,690,4,0,546,3,102,41,0,97,12,99,,640,65,130,90,176,7,27,7
Equatorial Guinea,GNQ,2002,,91,276,13,1128,26,27,797,1,336,202,74,495,676,4,0,452,3,88,39,0,98,11,85,,620,66,124,87,169,6,29,7
Equatorial Guinea,GNQ,2003,,90,288,13,1166,24,27,928,1,311,202,75,467,671,4,0,379,3,77,40,1,104,11,75,,623,69,123,87,169,6,30,7
Equatorial Guinea,GNQ,2004,,87,305,13,1098,24,29,1050,1,290,203,76,455,665,4,0,332,3,71,41,12,111,10,69,,628,72,123,88,170,5,32,8
Equatorial Guinea,GNQ,2005,,88,321,13,1039,24,30,1154,1,269,209,76,449,672,4,0,326,3,68,42,0,117,11,66,,632,76,123,89,172,5,34,8
Equatorial Guinea,GNQ,2006,,87,340,13,988,23,31,1245,2,256,215,75,438,658,4,0,270,3,63,43,0,124,11,61,,645,80,124,91,175,5,36,9
Equatorial Guinea,GNQ,2008,,78,369,13,995,20,32,1360,2,232,213,72,399,635,5,0,213,3,50,45,0,136,10,48,,663,87,125,92,174,4,40,10
Equatorial Guinea,GNQ,2009,,76,389,13,898,19,35,1415,2,225,219,72,388,603,5,0,200,3,46,48,3,143,10,44,1,680,92,127,94,178,4,42,10
Equatorial Guinea,GNQ,2011,,75,435,13,919,18,38,1840,2,212,235,74,388,600,5,0,171,3,43,55,0,161,10,41,,730,103,133,100,188,4,47,11
Equatorial Guinea,GNQ,2012,,72,453,13,939,17,39,1924,3,203,235,71,381,606,5,0,155,2,40,57,1,168,10,38,,747,107,135,102,191,4,49,12
Equatorial Guinea,GNQ,2013,,67,465,12,917,16,40,1783,3,194,232,64,370,573,6,0,143,2,37,58,0,172,9,35,,756,109,136,103,193,3,51,13
Equatorial Guinea,GNQ,2015,,64,504,13,862,15,45,2007,3,198,242,61,363,538,6,0,127,3,34,64,0,186,9,32,,812,119,140,107,200,3,56,14
Equatorial Guinea,GNQ,2016,,59,534,13,796,15,47,2084,4,202,255,60,361,514,6,0,125,3,32,68,0,197,10,30,,859,126,146,113,210,3,58,14
Equatorial Guinea,GNQ,2017,,58,559,13,754,15,49,1996,4,199,261,57,360,481,7,0,124,3,31,71,0,205,10,29,,897,130,150,118,219,3,60,15
Equatorial Guinea,GNQ,2018,,56,584,13,728,15,52,2038,4,194,276,56,361,465,7,0,122,3,31,74,0,216,10,29,,931,135,154,122,227,3,63,16
Equatorial Guinea,GNQ,2019,,55,602,14,768,14,55,2118,5,193,282,56,363,453,7,0,121,3,31,77,0,223,10,29,,960,139,157,126,234,3,65,16
Eritrea,ERI,1990,,747,1309,107,605,151,182,472,3,3992,557,723,5267,2862,23,0,7375,37,4564,230,10410,358,95,4433,,2867,247,704,610,976,75,50,18
Eritrea,ERI,1991,,720,1305,104,527,146,186,718,3,3940,552,709,4975,2784,23,0,6959,37,3931,229,10410,358,93,3813,,2842,247,692,610,974,74,52,18
Eritrea,ERI,1992,,719,1363,104,494,143,201,1004,4,4036,571,701,4795,2884,24,0,6836,38,3478,240,0,373,94,3368,,2921,257,701,640,1017,76,55,19
Eritrea,ERI,1993,,728,1435,106,578,143,221,1350,4,4150,596,712,4742,2999,25,3,6670,40,3275,253,21,393,96,3172,,3035,270,717,677,1073,79,58,20
Eritrea,ERI,1994,,743,1537,108,614,144,243,1725,4,4331,631,744,4714,3101,27,0,6482,41,3009,272,0,422,100,2909,,3205,289,743,728,1148,83,63,22
Eritrea,ERI,1995,,767,1661,113,390,147,273,2124,5,4627,687,762,4732,3171,30,0,6285,45,2845,301,0,459,105,2747,0,3424,314,780,793,1244,89,67,24
Eritrea,ERI,1996,,773,1717,115,619,147,290,2517,5,4616,695,749,4686,3218,31,0,5981,45,2672,306,20,475,106,2581,6,3470,323,781,815,1277,90,71,25
Eritrea,ERI,1997,,787,1786,117,617,148,310,2869,6,4618,712,755,4662,3257,31,0,5709,46,2474,315,31,494,107,2390,,3527,334,785,842,1318,93,76,26
Eritrea,ERI,1998,,789,1829,117,1038,148,323,3199,6,4522,710,739,4608,3281,32,0,5401,45,2255,316,878,507,107,2177,,3540,341,777,857,1340,94,80,27
Eritrea,ERI,1999,,809,1904,120,625,151,351,3508,6,4552,736,779,4635,3288,33,0,5194,47,2179,329,19078,529,110,2104,,3601,355,782,889,1391,99,85,29
Eritrea,ERI,2000,,841,1986,124,462,154,375,3741,6,4613,760,794,4644,3342,34,0,5090,48,2043,341,1779,553,112,1975,,3686,371,790,926,1448,103,90,30
Eritrea,ERI,2001,,872,2054,127,1056,156,386,3838,7,4616,769,782,4673,3438,35,0,5105,48,1948,346,1,575,115,1885,,3776,382,796,954,1494,102,95,32
Eritrea,ERI,2002,,943,2217,137,235,167,438,3838,7,4850,842,865,4834,3550,38,0,5265,52,1959,379,0,620,123,1898,,4017,413,837,1028,1616,104,102,34
Eritrea,ERI,2003,,973,2312,140,293,170,457,3836,8,4866,871,885,4857,3615,39,0,5219,53,1889,394,78,650,127,1829,,4169,431,857,1071,1684,102,109,36
Eritrea,ERI,2004,,1035,2412,148,92,181,483,3792,8,4920,905,912,5026,3650,41,0,5370,55,1954,411,56,678,133,1896,,4321,449,885,1114,1757,103,115,38
Eritrea,ERI,2005,,1055,2480,151,151,184,498,3640,9,4913,923,918,5031,3670,42,0,5346,56,1881,421,161,698,136,1824,,4450,460,900,1146,1808,104,121,39
Eritrea,ERI,2006,,1063,2546,152,99,182,513,3383,9,4946,939,926,5004,3680,43,0,5320,56,1818,431,2,718,137,1764,,4588,471,916,1179,1854,106,127,41
Eritrea,ERI,2007,,1076,2612,153,137,182,532,3074,10,4974,954,928,4995,3685,44,0,5326,57,1739,441,1,737,138,1686,0,4729,481,933,1209,1900,107,134,43
Eritrea,ERI,2008,,947,2684,154,88,181,556,2797,10,5047,976,941,4964,3697,45,0,5338,58,1693,454,245,758,140,1640,4,4890,494,953,1247,1956,111,141,45
Eritrea,ERI,2009,,923,2737,151,105,174,575,2586,10,5061,981,940,4828,3681,46,0,5205,58,1582,464,9,776,138,1530,2,5024,504,964,1277,1996,112,148,47
Eritrea,ERI,2010,,922,2792,152,332,174,587,2414,11,5061,989,926,4810,3669,48,0,5224,58,1495,470,1,792,139,1445,17,5153,513,978,1304,2034,114,155,48
Eritrea,ERI,2011,,908,2854,151,462,169,593,2234,11,5052,992,911,4735,3634,49,0,5130,58,1451,476,17,814,138,1401,17,5275,525,990,1319,2066,115,162,50
Eritrea,ERI,2012,,899,2938,151,274,166,612,2050,12,5048,1007,907,4670,3586,50,0,5002,58,1378,488,0,840,139,1329,,5431,541,1005,1340,2109,116,171,53
Eritrea,ERI,2013,,903,3025,153,201,167,629,1890,12,5005,1024,902,4659,3526,51,0,4994,58,1305,498,0,865,140,1258,,5578,556,1020,1365,2158,117,180,55
Eritrea,ERI,2014,,896,3105,154,283,165,637,1760,13,4920,1031,887,4615,3465,53,0,4771,58,1259,506,10,889,141,1212,,5705,569,1032,1383,2193,117,190,57
Eritrea,ERI,2015,,702,3208,156,224,165,660,1655,13,4867,1048,883,4503,3412,54,0,4710,58,1224,520,2,919,143,1177,,5892,586,1048,1414,2249,118,201,60
Eritrea,ERI,2016,,700,3306,157,321,165,675,1574,14,4807,1061,871,4490,3341,56,0,4648,58,1186,530,25,948,144,1141,,6045,602,1063,1441,2301,118,212,62
Eritrea,ERI,2017,,691,3410,157,336,161,693,1497,14,4756,1073,865,4430,3259,57,0,4563,58,1132,544,0,978,144,1087,,6233,618,1076,1484,2364,118,224,65
Eritrea,ERI,2018,,687,3537,158,363,159,718,1418,15,4701,1093,860,4402,3204,60,0,4369,58,1076,561,1,1016,145,1031,,6446,638,1095,1526,2423,117,236,68
Eritrea,ERI,2019,,693,3674,161,331,160,748,1378,16,4674,1119,866,4429,3160,62,0,4265,59,1051,580,0,1055,148,1006,,6660,660,1117,1572,2491,118,248,71
Estonia,EST,1990,,23,3486,153,0,217,184,1,23,75,429,7,219,138,204,0,3,139,16,473,0,91,60,12,,11068,52,332,143,457,3,330,84
Estonia,EST,1991,,22,3605,164,0,226,205,1,25,82,452,6,234,124,229,0,3,147,15,504,0,98,63,12,,11356,56,335,154,475,3,338,86
Estonia,EST,1992,,21,3535,170,0,219,288,1,25,87,421,5,243,118,250,0,3,145,13,517,0,100,61,10,0,11120,58,323,155,473,2,343,83
Estonia,EST,1993,,22,3742,196,0,226,361,1,28,108,449,5,279,103,282,0,3,163,12,587,0,111,63,9,,11721,66,336,187,528,2,349,87
Estonia,EST,1994,,22,3896,220,0,235,395,1,30,136,490,6,324,93,320,0,3,179,10,663,0,123,57,8,0,12227,84,351,222,583,1,354,90
Estonia,EST,1995,,22,3685,217,0,207,357,1,30,142,426,5,329,87,321,0,3,173,9,634,0,116,48,7,0,11472,88,327,226,572,1,358,86
Estonia,EST,1996,,17,3314,187,0,155,297,3,28,125,334,1,299,68,303,0,2,150,7,537,1,106,35,5,1,10265,86,288,205,522,1,362,80
Estonia,EST,1997,,17,3347,183,0,150,265,3,30,125,319,2,303,58,299,0,2,153,7,524,0,112,33,5,,10144,96,284,226,550,1,369,81
Estonia,EST,1998,,17,3525,192,0,139,278,3,36,128,314,2,325,52,310,0,2,173,6,528,0,126,31,4,,10539,111,296,265,608,1,376,87
Estonia,EST,1999,,17,3407,176,0,131,248,1,40,117,278,2,310,51,314,0,3,175,6,484,0,130,25,4,0,10049,114,284,268,599,1,382,86
Estonia,EST,2000,,17,3439,174,0,115,221,5,46,106,258,4,317,48,329,1,2,187,5,453,0,139,23,3,,9971,124,283,291,627,1,394,88
Estonia,EST,2001,,17,3576,183,0,122,227,5,55,107,256,1,327,44,352,0,2,212,5,463,1,158,22,3,1,10153,132,292,327,674,1,401,92
Estonia,EST,2002,,16,3549,172,0,110,188,4,65,98,241,1,309,38,339,1,2,201,4,434,0,162,18,3,,9826,130,291,332,674,1,408,92
Estonia,EST,2003,,15,3545,161,0,100,172,8,65,88,214,3,283,38,345,0,2,180,4,397,0,176,16,2,,9615,131,295,333,672,1,415,94
Estonia,EST,2004,,14,3589,152,0,93,141,20,77,82,203,3,264,36,347,0,2,165,4,378,0,194,15,2,,9350,134,297,341,680,1,425,95
Estonia,EST,2005,,13,3622,141,0,84,150,32,78,71,191,2,240,34,343,0,2,147,3,351,0,197,13,2,,9133,145,293,347,685,0,436,97
Estonia,EST,2006,,12,3711,134,0,82,135,46,86,69,189,1,229,32,332,1,2,134,4,341,0,198,12,2,,8969,154,299,357,691,0,445,100
Estonia,EST,2007,,12,3870,126,0,84,128,37,100,66,181,0,226,32,326,0,2,124,4,341,2,200,10,2,,8947,171,306,373,713,0,459,104
Estonia,EST,2008,,11,3795,104,0,74,109,41,101,55,151,0,207,29,296,0,2,99,3,300,1,182,8,2,,8464,180,294,345,668,0,474,104
Estonia,EST,2009,,9,3832,89,0,66,96,48,108,48,133,0,200,25,274,1,2,86,3,278,4,165,7,1,,8195,199,289,320,635,0,492,105
Estonia,EST,2010,,8,3695,77,0,60,77,43,106,41,113,1,188,22,254,0,2,75,2,249,1,142,7,1,,7720,217,277,291,585,0,510,103
Estonia,EST,2011,,8,3809,75,0,58,79,55,115,39,112,1,197,18,250,0,2,73,3,249,2,141,7,1,1,7795,250,284,297,593,0,533,108
Estonia,EST,2012,,6,3806,67,0,54,73,48,125,36,105,1,206,17,242,1,2,86,2,249,0,137,7,1,,7757,280,289,296,590,0,562,111
Estonia,EST,2013,,6,3740,59,0,48,67,51,113,31,94,1,208,14,221,0,3,61,2,226,0,135,6,1,,7602,305,286,284,573,0,593,113
Estonia,EST,2014,,6,3838,58,0,49,57,46,112,29,92,0,223,14,219,0,3,58,2,228,0,135,6,1,,7673,339,298,296,592,0,624,116
Estonia,EST,2015,,6,3774,55,0,44,54,43,109,26,85,0,221,14,208,0,3,53,2,213,0,134,6,1,0,7510,356,295,290,581,0,649,117
Estonia,EST,2016,,6,3882,53,0,43,52,40,115,26,84,1,228,13,206,0,3,56,2,212,0,143,7,1,,7810,389,304,298,599,0,676,123
Estonia,EST,2017,,6,3862,54,0,44,57,38,122,25,84,1,226,12,211,0,3,54,2,213,0,141,7,1,,7977,368,304,287,591,0,703,124
Estonia,EST,2018,,6,3844,54,0,43,58,36,125,25,84,0,225,11,213,0,3,61,2,211,0,141,6,1,,8125,359,304,283,588,0,733,126
Estonia,EST,2019,,6,3832,54,0,42,58,34,128,24,82,0,224,11,214,0,3,53,2,208,0,140,6,1,,8201,349,303,277,584,0,757,127
Eswatini,SWZ,1990,,81,406,37,67,47,188,25,1,507,198,40,691,614,6,0,584,8,173,87,0,218,19,170,,840,103,251,115,203,11,31,7
Eswatini,SWZ,1991,,82,423,38,46,47,181,74,2,505,204,40,691,610,6,0,588,8,170,91,0,228,19,168,0,858,108,254,119,209,11,32,8
Eswatini,SWZ,1992,,82,435,38,36,47,175,189,2,501,207,40,687,606,6,0,621,8,166,94,0,236,19,164,0,864,112,253,121,213,11,33,8
Eswatini,SWZ,1993,,82,446,38,34,47,170,418,2,501,210,39,683,605,6,0,596,8,160,97,0,243,19,158,,868,116,252,123,216,11,34,8
Eswatini,SWZ,1994,,82,467,39,40,46,167,807,2,512,218,39,684,607,6,0,605,8,153,103,0,256,19,151,,893,122,256,128,225,10,35,8
Eswatini,SWZ,1995,,83,499,40,47,46,172,1384,2,530,231,37,697,612,7,0,620,9,147,112,0,276,19,145,0,936,131,265,136,238,10,36,9
Eswatini,SWZ,1996,,85,534,41,60,47,178,2148,2,561,250,37,716,618,7,0,638,9,139,123,0,297,20,137,,982,141,275,144,253,10,36,9
Eswatini,SWZ,1997,,86,560,41,59,47,183,3077,2,594,262,36,732,622,7,0,657,10,132,131,0,314,20,130,0,1006,150,279,148,262,9,37,9
Eswatini,SWZ,1998,,90,603,43,83,48,189,4134,3,660,284,37,764,624,8,0,683,10,127,144,2,343,20,125,1,1062,163,290,155,277,8,37,10
Eswatini,SWZ,1999,,95,653,45,63,50,191,5283,3,726,309,39,806,626,8,0,706,11,127,158,0,377,21,125,0,1121,178,301,163,292,8,38,10
Eswatini,SWZ,2000,,103,723,49,60,56,190,6467,3,808,345,46,857,624,9,0,757,12,127,176,0,427,22,125,,1214,200,319,174,314,8,38,11
Eswatini,SWZ,2001,,111,783,52,52,55,192,7583,4,884,376,50,903,621,10,0,846,13,129,192,0,475,24,126,,1284,219,333,183,330,9,38,11
Eswatini,SWZ,2002,,119,841,54,26,56,191,8572,4,972,402,57,949,615,10,0,758,13,130,206,0,525,25,128,,1352,238,346,189,343,9,38,12
Eswatini,SWZ,2003,,126,881,57,11,58,190,9432,4,1059,421,58,992,607,10,0,790,14,134,217,0,564,26,131,0,1395,254,353,193,351,9,37,12
Eswatini,SWZ,2004,,131,903,58,17,60,193,10048,4,1116,434,60,1022,605,11,0,800,15,134,225,0,591,26,132,,1435,260,358,197,357,10,37,13
Eswatini,SWZ,2005,,134,915,58,11,58,200,10039,4,1131,440,61,1047,598,11,0,778,15,135,230,0,611,26,132,,1461,262,358,199,360,10,37,13
Eswatini,SWZ,2006,,135,910,58,7,58,202,9514,4,1100,437,61,1046,582,11,1,763,14,135,230,0,612,26,132,0,1454,257,352,197,357,9,37,13
Eswatini,SWZ,2007,,136,910,60,8,58,207,9038,4,1083,440,57,1039,584,11,0,757,14,135,232,0,616,27,133,,1458,255,348,196,357,9,37,13
Eswatini,SWZ,2008,,135,914,58,7,58,211,8633,4,1067,441,52,1024,588,11,0,745,14,133,234,2,625,26,131,0,1465,256,346,195,357,9,37,13
Eswatini,SWZ,2009,,116,918,58,7,59,214,8210,4,1039,441,49,999,593,11,0,730,14,129,236,0,634,26,127,,1470,256,342,194,357,9,38,14
Eswatini,SWZ,2010,,112,909,57,4,57,216,7346,4,988,432,45,950,578,10,0,702,14,125,233,0,634,26,123,,1452,254,334,191,351,8,39,14
Eswatini,SWZ,2011,,109,901,56,4,58,216,6459,4,936,423,41,900,545,10,0,667,13,122,229,0,625,25,120,,1433,250,327,187,344,8,39,14
Eswatini,SWZ,2012,,106,906,56,5,59,219,6016,4,891,418,38,866,532,10,0,630,13,118,229,0,627,25,116,,1435,251,324,186,342,8,41,14
Eswatini,SWZ,2013,,102,910,55,11,56,220,5532,4,834,411,35,831,511,10,0,596,12,113,229,0,630,24,111,,1434,251,320,184,339,8,42,14
Eswatini,SWZ,2014,,86,916,55,4,56,221,4963,4,778,405,33,795,495,10,11,573,12,111,228,0,633,24,109,,1430,252,316,184,336,7,44,15
Eswatini,SWZ,2015,,80,923,54,0,55,224,4435,4,730,399,30,768,481,10,0,539,12,107,228,0,636,23,105,,1433,253,314,183,335,7,46,15
Eswatini,SWZ,2016,,76,930,53,1,54,225,4009,4,694,393,28,744,467,10,0,517,11,100,227,0,642,22,98,,1441,255,313,183,335,7,48,16
Eswatini,SWZ,2017,,76,942,53,9,54,227,3667,4,669,393,26,732,453,10,0,512,11,98,227,0,650,22,97,,1457,257,314,185,339,7,50,16
Eswatini,SWZ,2018,,74,959,53,7,53,231,3424,4,647,395,26,724,444,10,0,493,11,95,227,0,665,22,93,,1483,262,316,187,342,7,52,17
Eswatini,SWZ,2019,,73,979,53,9,52,235,3321,4,637,397,26,721,440,10,0,481,11,92,226,0,682,22,90,,1519,269,319,190,347,6,55,17
Ethiopia,ETH,2007,1,19557,29862,2281,22459,2697,6418,68887,139,51420,9750,12064,70412,100281,542,22,70063,800,21946,5468,721,10016,3172,21269,204,61367,8060,12838,17750,27936,2176,3499,803
Ethiopia,ETH,2008,0,18901,30071,2271,17410,2582,6611,60273,146,48039,9588,11364,67720,99633,544,45,67239,799,19886,5419,52,10024,3107,19282,27,61416,8058,12639,17758,27951,2066,3690,820
Ethiopia,ETH,2009,0,17879,30352,2244,21828,2449,6456,53142,163,44485,9408,10692,64073,98217,553,0,64467,792,17795,5408,1287,10115,3011,17252,13,61526,8157,12481,17856,28087,1949,3896,843
